# music_dance timeline v1
# fps=100.227273
# n=14916
# duration_sec=148.822
# wav=V_ZionT_MR.wav
led,motor
0.124352,0.058804
0.121489,0.022667
0.120435,0.000000
0.121949,0.000614
0.143074,0.055835
0.204590,0.146879
0.345679,0.279311
0.627688,0.457643
0.788121,0.603233
0.853458,0.716683
0.878378,0.805088
0.887403,0.873977
0.885871,0.924654
0.890132,0.967148
0.889116,0.991892
0.889900,1.000000
0.894033,1.000000
0.891131,1.000000
0.878330,1.000000
0.864636,1.000000
0.843491,1.000000
0.819355,0.988795
0.795314,0.973927
0.760077,0.953860
0.726500,0.935398
0.696023,0.918600
0.717751,0.930462
0.784335,0.954824
0.780644,0.954339
0.765661,0.948106
0.739101,0.934534
0.697783,0.911045
0.646230,0.879171
0.588404,0.840566
0.531174,0.799426
0.472345,0.753091
0.414946,0.703458
0.360404,0.650715
0.310639,0.595993
0.269018,0.543741
0.238311,0.499540
0.217902,0.466379
0.208215,0.449059
0.207055,0.446568
0.328692,0.510788
0.621445,0.644646
0.769670,0.748953
0.833382,0.830234
0.860757,0.893572
0.874077,0.942927
0.885023,0.981387
0.894017,1.000000
0.896673,1.000000
0.902351,1.000000
0.900372,1.000000
0.891461,1.000000
0.867489,0.997580
0.832741,0.974512
0.786643,0.943889
0.745003,0.914870
0.709763,0.888844
0.675990,0.863118
0.640191,0.835730
0.613270,0.814520
0.596652,0.800230
0.579816,0.785574
0.553687,0.763729
0.522405,0.737818
0.492661,0.711974
0.460113,0.682575
0.427409,0.651517
0.396909,0.620601
0.368331,0.589557
0.341873,0.558852
0.317399,0.528912
0.295589,0.500138
0.274531,0.470017
0.254471,0.439208
0.236281,0.409355
0.228199,0.394340
0.224164,0.385905
0.221379,0.379404
0.318842,0.427043
0.435629,0.495078
0.498532,0.552517
0.517402,0.594461
0.523574,0.626601
0.523081,0.651051
0.521314,0.660392
0.511645,0.655323
0.486143,0.637306
0.451482,0.609665
0.407303,0.570380
0.356896,0.520020
0.310271,0.467084
0.272819,0.418675
0.243956,0.376387
0.229258,0.352733
0.225560,0.346822
0.265417,0.371561
0.338108,0.421398
0.582126,0.542199
0.794234,0.663291
0.864432,0.752926
0.855973,0.794973
0.833197,0.793095
0.800137,0.783727
0.757002,0.766362
0.709955,0.744580
0.653243,0.713845
0.593403,0.677668
0.533476,0.637638
0.474881,0.594096
0.422938,0.551488
0.382766,0.515924
0.352676,0.487742
0.329521,0.465082
0.313337,0.449028
0.304405,0.441257
0.298811,0.437758
0.295299,0.436774
0.291167,0.434298
0.284864,0.427048
0.277863,0.417663
0.267179,0.402856
0.254078,0.383446
0.239187,0.360479
0.221222,0.330978
0.206213,0.303539
0.192920,0.276512
0.180644,0.248819
0.170720,0.223336
0.162776,0.201059
0.156736,0.182766
0.152121,0.167206
0.147901,0.151820
0.144849,0.139729
0.144189,0.135997
0.180555,0.175638
0.252062,0.246536
0.303249,0.311804
0.300352,0.339651
0.287026,0.330081
0.261249,0.301759
0.231078,0.261830
0.201748,0.215217
0.177553,0.168642
0.158828,0.124132
0.149269,0.098123
0.142670,0.077781
0.137116,0.057808
0.131841,0.034414
0.126685,0.003974
0.124287,0.000000
0.123661,0.000000
0.132283,0.014542
0.155313,0.068872
0.435299,0.272153
0.718002,0.458692
0.853776,0.604050
0.915518,0.717320
0.945408,0.805584
0.961568,0.874363
0.968452,0.925074
0.970154,0.956609
0.971923,0.982076
0.969319,0.988353
0.957185,0.983406
0.934911,0.972157
0.901487,0.954497
0.863479,0.932880
0.823887,0.909065
0.783589,0.884612
0.747601,0.861964
0.722146,0.844745
0.702745,0.831486
0.703278,0.836195
0.866852,0.887644
0.965879,0.935281
0.960970,0.944696
0.935829,0.935466
0.902054,0.920306
0.864501,0.901254
0.818493,0.876595
0.761800,0.843641
0.709069,0.810358
0.661176,0.778383
0.609510,0.742423
0.563212,0.707515
0.524038,0.675831
0.489003,0.646034
0.454558,0.614866
0.421387,0.582899
0.393899,0.554598
0.375160,0.534708
0.364316,0.522548
0.359074,0.515521
0.357992,0.512364
0.355306,0.507983
0.351172,0.502382
0.346943,0.496010
0.334524,0.480452
0.320943,0.463374
0.308326,0.447084
0.292626,0.426124
0.277314,0.404345
0.263375,0.383468
0.248123,0.359630
0.232870,0.333892
0.222687,0.315075
0.219607,0.308424
0.246987,0.319074
0.317480,0.362110
0.453312,0.441721
0.763330,0.581268
0.949046,0.699567
1.000000,0.789103
1.000000,0.860369
1.000000,0.900643
1.000000,0.943578
1.000000,0.973967
1.000000,0.973831
1.000000,0.973030
1.000000,0.965879
0.968803,0.950962
0.919386,0.927057
0.866950,0.899538
0.812441,0.869399
0.766011,0.842060
0.718108,0.812051
0.665960,0.776918
0.621606,0.746314
0.586799,0.721488
0.571669,0.710164
0.567386,0.707565
0.562940,0.704761
0.551024,0.695991
0.537241,0.684629
0.519478,0.670426
0.498877,0.653643
0.472457,0.630871
0.442073,0.603629
0.412798,0.575660
0.385483,0.547999
0.362447,0.522826
0.341014,0.497825
0.321054,0.473105
0.306123,0.453246
0.294722,0.437377
0.290749,0.430946
0.288627,0.427539
0.540693,0.528944
0.799546,0.646429
0.961275,0.750343
0.984855,0.822240
0.968608,0.834820
0.953886,0.843487
0.935327,0.841994
0.905231,0.833441
0.874400,0.823762
0.847819,0.815836
0.812890,0.802074
0.775146,0.785736
0.740564,0.771063
0.702871,0.754368
0.659641,0.733979
0.604472,0.703785
0.550896,0.671749
0.497349,0.636744
0.451607,0.604855
0.430906,0.592422
0.439042,0.607679
0.503329,0.642895
0.537967,0.673804
0.535213,0.686652
0.524980,0.682329
0.510286,0.674029
0.495006,0.664357
0.476221,0.650821
0.453875,0.633765
0.428318,0.612939
0.405999,0.593058
0.382729,0.571003
0.351629,0.539871
0.320097,0.504725
0.299155,0.479384
0.292433,0.471952
0.286992,0.466144
0.276886,0.453185
0.272552,0.448423
0.270821,0.448112
0.267458,0.444908
0.261074,0.436992
0.255424,0.430018
0.248981,0.421229
0.239357,0.406449
0.223882,0.381003
0.202458,0.342200
0.182076,0.299286
0.162985,0.251322
0.147396,0.203146
0.135943,0.157106
0.128131,0.113108
0.124185,0.080507
0.123458,0.072351
0.129024,0.079139
0.145564,0.112286
0.262241,0.231704
0.585020,0.424315
0.767232,0.577263
0.840302,0.696446
0.865038,0.789318
0.873518,0.861688
0.877396,0.918082
0.883356,0.962027
0.886300,0.984910
0.888016,1.000000
0.875149,0.997196
0.836802,0.978279
0.806614,0.964086
0.781160,0.952338
0.757256,0.940953
0.729677,0.926407
0.695652,0.906888
0.656189,0.884251
0.620857,0.863656
0.606619,0.857395
0.692473,0.891570
0.777251,0.931055
0.774213,0.937278
0.751880,0.928083
0.720093,0.911309
0.682482,0.888274
0.641869,0.860204
0.595996,0.826321
0.535234,0.778464
0.474911,0.726613
0.416635,0.671291
0.358356,0.609630
0.306771,0.547087
0.270036,0.495525
0.251023,0.464739
0.242936,0.449047
0.242036,0.444996
0.276611,0.458968
0.531107,0.573397
0.769312,0.693433
0.875789,0.786971
0.921555,0.859859
0.942737,0.916657
0.955741,0.960916
0.962820,0.985497
0.960292,0.984287
0.955707,0.981967
0.947021,0.977367
0.914917,0.959450
0.874085,0.935871
0.822351,0.904945
0.771635,0.873176
0.723570,0.841299
0.678019,0.810042
0.641300,0.783261
0.614466,0.762397
0.593616,0.745389
0.595760,0.746271
0.632970,0.761867
0.631219,0.760043
0.620731,0.751856
0.601681,0.737150
0.576939,0.717657
0.545835,0.692373
0.513601,0.664962
0.482761,0.637370
0.453123,0.609438
0.421194,0.577782
0.388864,0.543789
0.357951,0.508853
0.328636,0.473167
0.303292,0.439670
0.285593,0.413957
0.273471,0.394651
0.269200,0.386370
0.286862,0.387613
0.451417,0.461560
0.550635,0.527324
0.549151,0.562467
0.546251,0.583041
0.538496,0.581389
0.535300,0.587112
0.531463,0.588259
0.518892,0.581033
0.510086,0.576579
0.500593,0.572060
0.491982,0.568188
0.485955,0.565630
0.476386,0.559318
0.459261,0.545885
0.439193,0.529036
0.426312,0.518248
0.420160,0.513585
0.416529,0.512688
0.513054,0.558071
0.788660,0.664242
0.963883,0.759786
0.960616,0.810307
0.948001,0.822926
0.933959,0.825883
0.916605,0.823196
0.892932,0.816326
0.864642,0.806765
0.838568,0.797599
0.814168,0.788153
0.786552,0.776021
0.759433,0.763434
0.731914,0.749812
0.702821,0.734322
0.673684,0.718532
0.643455,0.703124
0.623311,0.694218
0.613865,0.691718
0.698032,0.731481
0.906348,0.807949
1.000000,0.870973
1.000000,0.903223
1.000000,0.926151
0.996170,0.929355
0.980888,0.925478
0.957942,0.917004
0.930721,0.905625
0.909680,0.897205
0.885275,0.886380
0.851263,0.869304
0.811105,0.847607
0.770799,0.824831
0.730372,0.800605
0.689793,0.775243
0.646546,0.746454
0.614924,0.724402
0.591887,0.707829
0.577200,0.697083
0.569678,0.691630
0.560506,0.684964
0.542051,0.670802
0.518828,0.651814
0.492913,0.629708
0.468326,0.607740
0.445137,0.586035
0.430821,0.571881
0.424800,0.565307
0.418870,0.558742
0.408381,0.547585
0.394930,0.533148
0.375119,0.511699
0.356611,0.490484
0.348159,0.479750
0.349958,0.478737
0.433426,0.510517
0.547527,0.564412
0.793623,0.664879
0.976914,0.761801
1.000000,0.829228
1.000000,0.877068
1.000000,0.902815
0.993066,0.899369
0.974508,0.894957
0.953061,0.888469
0.930974,0.881103
0.910355,0.874237
0.872935,0.857447
0.815565,0.827839
0.768108,0.802402
0.721831,0.776371
0.674097,0.747688
0.634932,0.723099
0.603397,0.703343
0.577835,0.687967
0.567071,0.683979
0.708159,0.735238
0.848383,0.796869
0.866468,0.835483
0.858472,0.841093
0.843986,0.837859
0.821721,0.830221
0.791217,0.818430
0.757894,0.802953
0.719395,0.782738
0.675279,0.758168
0.632955,0.733257
0.594610,0.708914
0.556904,0.683095
0.523196,0.658763
0.492652,0.635681
0.472356,0.620885
0.463584,0.616767
0.458791,0.617145
0.524608,0.646550
0.740300,0.726951
0.912327,0.808522
0.948429,0.863627
0.946991,0.887782
0.939221,0.888821
0.933802,0.895075
0.931584,0.908202
0.926243,0.916985
0.922496,0.930468
0.916825,0.934982
0.901280,0.929770
0.875070,0.917360
0.855700,0.907844
0.838159,0.899759
0.823580,0.893480
0.808913,0.887380
0.782687,0.875183
0.766929,0.869408
0.760966,0.869454
0.862706,0.904205
0.959996,0.944704
1.000000,0.978016
1.000000,0.993739
0.994197,0.992617
0.989304,0.998908
0.983282,0.999613
0.976160,0.999606
0.970032,0.999943
0.954863,0.994673
0.927184,0.981891
0.882112,0.958310
0.823330,0.925336
0.754698,0.883988
0.689296,0.841544
0.623208,0.795250
0.565568,0.751656
0.516217,0.711423
0.483484,0.682651
0.459878,0.660462
0.440158,0.641135
0.420592,0.621246
0.400688,0.600030
0.381270,0.578523
0.360920,0.555425
0.342402,0.533144
0.325182,0.510955
0.309475,0.489826
0.299166,0.474583
0.290835,0.461108
0.279598,0.443897
0.266839,0.423836
0.254602,0.403528
0.242108,0.382148
0.233825,0.366351
0.227239,0.352625
0.220948,0.339620
0.217105,0.330558
0.272286,0.355724
0.337723,0.397273
0.349209,0.422405
0.345407,0.422046
0.337694,0.417128
0.327929,0.409415
0.317180,0.399656
0.305139,0.387751
0.290117,0.371441
0.278543,0.358364
0.267462,0.345070
0.253119,0.326277
0.241373,0.309977
0.231345,0.295156
0.222430,0.281485
0.213483,0.267056
0.205038,0.252317
0.201036,0.245418
0.199244,0.243184
0.212885,0.256085
0.273150,0.303032
0.308650,0.344770
0.306463,0.360356
0.302964,0.362484
0.299151,0.362016
0.296261,0.363602
0.292708,0.362853
0.286036,0.357978
0.277695,0.350253
0.269681,0.342399
0.261755,0.334378
0.254741,0.327010
0.249727,0.321827
0.245638,0.317662
0.240162,0.311398
0.233683,0.303199
0.226777,0.293756
0.220717,0.285087
0.217790,0.281122
0.214860,0.277101
0.209397,0.268452
0.203163,0.257806
0.197751,0.248338
0.194711,0.243073
0.192203,0.238438
0.189197,0.232495
0.184551,0.222943
0.177603,0.207690
0.175177,0.202113
0.173788,0.198663
0.170932,0.191747
0.169554,0.188482
0.168438,0.185723
0.166842,0.181697
0.173901,0.188715
0.237989,0.244909
0.282236,0.297002
0.283471,0.328243
0.348259,0.386358
0.385721,0.436602
0.383910,0.463740
0.409508,0.501344
0.438275,0.538443
0.446949,0.566612
0.445241,0.583560
0.441669,0.586469
0.437098,0.585382
0.428652,0.580604
0.414230,0.569784
0.397464,0.555679
0.379898,0.539720
0.361637,0.522394
0.343259,0.504003
0.327435,0.487193
0.312309,0.470768
0.302190,0.460411
0.294104,0.452452
0.283354,0.440530
0.268773,0.422407
0.252379,0.400575
0.235214,0.375793
0.216578,0.345664
0.199925,0.315557
0.183953,0.283132
0.170921,0.252760
0.161218,0.227171
0.155523,0.211022
0.151935,0.200297
0.149970,0.194082
0.149398,0.192573
0.150468,0.191681
0.172014,0.213926
0.260982,0.292162
0.553051,0.455612
0.776579,0.601651
0.876635,0.715450
0.920729,0.804127
0.942455,0.873228
0.944803,0.912708
0.947324,0.950152
0.948956,0.977327
0.951010,0.998215
0.945049,0.997843
0.929403,0.992219
0.897448,0.977450
0.851712,0.954407
0.799025,0.925730
0.733923,0.887069
0.665141,0.842853
0.602291,0.799413
0.546225,0.757485
0.498672,0.718807
0.457356,0.682770
0.422302,0.649954
0.392524,0.619735
0.365734,0.590256
0.340619,0.560348
0.315416,0.528250
0.290252,0.493770
0.268166,0.461094
0.247810,0.429183
0.226303,0.392470
0.205475,0.352646
0.188870,0.316274
0.174505,0.280203
0.161525,0.243112
0.151548,0.209580
0.143792,0.178931
0.138453,0.154214
0.134742,0.133867
0.132938,0.121529
0.138498,0.120499
0.171820,0.157336
0.210437,0.204415
0.243084,0.251846
0.267928,0.295475
0.266972,0.312266
0.259242,0.305849
0.249930,0.295902
0.239978,0.284543
0.231323,0.274292
0.222169,0.262273
0.213159,0.249587
0.205017,0.237587
0.196341,0.223391
0.187949,0.208483
0.180056,0.193247
0.172313,0.176808
0.165784,0.162094
0.162398,0.155097
0.161420,0.154456
0.175967,0.176875
0.215395,0.223444
0.287990,0.294276
0.348712,0.362870
0.349423,0.398988
0.342247,0.395064
0.330927,0.385476
0.322291,0.378763
0.314193,0.372320
0.301281,0.359513
0.284302,0.340880
0.267477,0.321448
0.251056,0.301189
0.233218,0.276622
0.218490,0.254652
0.207236,0.237174
0.198847,0.223766
0.194553,0.217671
0.191795,0.214491
0.214651,0.242925
0.282768,0.303330
0.308699,0.348231
0.304844,0.355527
0.299924,0.354722
0.294126,0.352034
0.287252,0.347536
0.279088,0.341250
0.268679,0.331366
0.255151,0.315932
0.244673,0.303892
0.233636,0.290020
0.223449,0.276656
0.215280,0.265285
0.205831,0.250533
0.199141,0.239892
0.193264,0.230146
0.187310,0.219500
0.183922,0.213704
0.180751,0.208097
0.176600,0.199836
0.172296,0.190650
0.168206,0.181449
0.164261,0.171925
0.160598,0.162438
0.156982,0.152379
0.153613,0.142520
0.151133,0.135285
0.149401,0.129905
0.147581,0.123974
0.146226,0.119292
0.145287,0.116100
0.144760,0.114452
0.144687,0.114289
0.143783,0.110571
0.142063,0.103751
0.141398,0.100756
0.145703,0.106969
0.167962,0.138532
0.204742,0.187119
0.214990,0.220002
0.211429,0.217553
0.204041,0.207977
0.195486,0.194822
0.188237,0.182784
0.180911,0.169041
0.173870,0.154836
0.167658,0.141080
0.161848,0.127156
0.156103,0.111498
0.152554,0.101164
0.152237,0.101486
0.160975,0.120815
0.160384,0.125381
0.157721,0.119662
0.154510,0.112065
0.152519,0.108156
0.150862,0.104814
0.148760,0.099294
0.146499,0.092463
0.144470,0.085623
0.143237,0.082047
0.142841,0.081191
0.142692,0.080761
0.142636,0.080719
0.142140,0.079545
0.141595,0.078152
0.141432,0.078075
0.142114,0.082287
0.149526,0.096940
0.167294,0.127092
0.219926,0.190253
0.273449,0.257992
0.505563,0.402730
0.774364,0.560442
0.891420,0.683338
0.935911,0.779104
0.951958,0.853729
0.957275,0.911880
0.958458,0.957194
0.953803,0.982691
0.946867,0.995558
0.936827,0.996724
0.913033,0.989011
0.874762,0.972521
0.822623,0.946310
0.750162,0.905209
0.681113,0.863272
0.626775,0.828747
0.586219,0.801651
0.559673,0.783399
0.546326,0.773893
0.585013,0.791040
0.750543,0.847700
0.882280,0.907182
0.937000,0.953532
0.958731,0.989651
0.959813,1.000000
0.966238,1.000000
0.968597,1.000000
0.969825,1.000000
0.965102,1.000000
0.946262,1.000000
0.910030,1.000000
0.865749,0.978303
0.819130,0.949382
0.777742,0.921133
0.731249,0.889208
0.693382,0.862076
0.661217,0.837662
0.625457,0.809929
0.589634,0.781297
0.562884,0.758037
0.538400,0.735778
0.513626,0.714093
0.501787,0.702228
0.490040,0.690234
0.475584,0.676512
0.464381,0.664875
0.448917,0.648615
0.435288,0.633788
0.420067,0.617862
0.403696,0.600108
0.391226,0.585929
0.379363,0.572331
0.367032,0.557527
0.353392,0.540963
0.346480,0.531667
0.340716,0.523316
0.333013,0.512786
0.329724,0.507497
0.327933,0.503977
0.324673,0.498913
0.350081,0.503740
0.383409,0.518349
0.441342,0.548416
0.488986,0.581315
0.507634,0.607098
0.517130,0.628115
0.523191,0.645428
0.525705,0.659057
0.521677,0.658287
0.519404,0.660142
0.516904,0.660946
0.510153,0.657427
0.505065,0.655024
0.497454,0.650520
0.480594,0.637861
0.457338,0.618797
0.434556,0.599228
0.418383,0.585188
0.402769,0.570957
0.393540,0.562501
0.385615,0.555228
0.373476,0.543543
0.364725,0.534620
0.353647,0.522763
0.334011,0.500954
0.317147,0.481144
0.301849,0.462205
0.288088,0.444408
0.274770,0.426279
0.264362,0.411141
0.254309,0.395680
0.240358,0.373086
0.230348,0.354855
0.221836,0.338369
0.218113,0.330258
0.215815,0.324483
0.213577,0.319276
0.212493,0.316330
0.209524,0.309803
0.202717,0.295596
0.197081,0.282901
0.193978,0.274578
0.192898,0.269942
0.190585,0.263364
0.187002,0.254242
0.184511,0.247358
0.180248,0.236601
0.177002,0.227979
0.175052,0.222202
0.174399,0.219517
0.174111,0.217704
0.172780,0.213228
0.170796,0.207090
0.169102,0.201804
0.178864,0.205974
0.206127,0.230116
0.237655,0.263639
0.246838,0.287601
0.245624,0.298296
0.243330,0.298079
0.237700,0.292404
0.229828,0.282638
0.222875,0.273388
0.217164,0.265849
0.213421,0.261411
0.209996,0.257082
0.206792,0.253136
0.206444,0.259910
0.206144,0.264486
0.205086,0.263887
0.225622,0.284238
0.233635,0.300064
0.230582,0.297924
0.228161,0.296998
0.226006,0.296179
0.221230,0.290511
0.213983,0.280076
0.206345,0.268350
0.198004,0.254343
0.190287,0.240619
0.186352,0.234362
0.184578,0.232303
0.181496,0.226982
0.173091,0.208786
0.165278,0.190129
0.158306,0.171567
0.153636,0.158196
0.152108,0.154499
0.165059,0.170732
0.261609,0.256233
0.449836,0.384778
0.729256,0.541757
0.880106,0.668778
0.943721,0.767758
0.969966,0.844888
0.972381,0.902146
0.981755,0.949609
0.986582,0.986432
0.983831,0.998832
0.983060,1.000000
0.976598,1.000000
0.957436,1.000000
0.927004,0.986543
0.883496,0.963238
0.838744,0.937633
0.788823,0.907448
0.743884,0.878857
0.693234,0.844867
0.635243,0.803696
0.578667,0.760867
0.531289,0.722156
0.497935,0.692543
0.469311,0.665676
0.439617,0.636766
0.411609,0.607905
0.384144,0.578237
0.361692,0.552127
0.345620,0.531969
0.331419,0.513248
0.320398,0.497676
0.309038,0.481704
0.294925,0.462079
0.280945,0.441662
0.267671,0.421370
0.255740,0.402087
0.242140,0.379190
0.230098,0.357596
0.221015,0.339915
0.214324,0.325736
0.210837,0.317222
0.210473,0.314572
0.220556,0.313952
0.228395,0.313995
0.247174,0.324961
0.246670,0.326633
0.244442,0.324325
0.241440,0.320768
0.239045,0.318031
0.237843,0.317139
0.233968,0.311848
0.228406,0.303563
0.226023,0.300078
0.223020,0.295594
0.217035,0.285825
0.211798,0.276676
0.206629,0.267345
0.203826,0.262343
0.202017,0.259119
0.199275,0.253861
0.199050,0.253518
0.198199,0.252093
0.194210,0.244109
0.191033,0.237791
0.187813,0.231315
0.187548,0.230745
0.186907,0.229599
0.185991,0.227897
0.192481,0.232336
0.190778,0.229804
0.190366,0.230154
0.205126,0.243929
0.203358,0.242182
0.208820,0.252586
0.226534,0.272840
0.283521,0.320646
0.366257,0.387123
0.714940,0.546513
0.892858,0.672484
0.964000,0.770646
0.990981,0.847138
1.000000,0.906744
1.000000,0.947136
1.000000,0.984666
1.000000,1.000000
0.998056,1.000000
0.989135,1.000000
0.967775,1.000000
0.932128,0.994214
0.887290,0.972423
0.831097,0.942288
0.773117,0.908985
0.722221,0.878507
0.673493,0.847806
0.633960,0.821709
0.600954,0.798710
0.564815,0.771917
0.524970,0.740356
0.491032,0.711550
0.458201,0.682258
0.424246,0.650253
0.392387,0.618255
0.365336,0.589011
0.345364,0.565113
0.325860,0.540642
0.308303,0.517783
0.294581,0.498827
0.279074,0.476864
0.265197,0.456051
0.253164,0.436878
0.241527,0.417528
0.235195,0.406005
0.232393,0.400135
0.230897,0.396500
0.407044,0.480574
0.730572,0.621102
0.882666,0.730607
0.942036,0.815938
0.963539,0.882432
0.964657,0.932770
0.970805,0.973472
0.967078,0.998362
0.960532,1.000000
0.955715,1.000000
0.940444,1.000000
0.911711,1.000000
0.876139,0.989387
0.822481,0.960664
0.764438,0.927530
0.701018,0.888324
0.642556,0.849303
0.596161,0.816524
0.556915,0.787152
0.522766,0.760051
0.491542,0.734256
0.462184,0.708573
0.436266,0.683916
0.412474,0.659674
0.387957,0.634252
0.361166,0.604938
0.341001,0.581237
0.327948,0.564937
0.314649,0.547560
0.299373,0.526703
0.289999,0.512886
0.280992,0.499381
0.274881,0.489313
0.270639,0.481948
0.263989,0.471541
0.261072,0.466032
0.282688,0.470802
0.307395,0.483811
0.560182,0.593282
0.793958,0.708929
0.893761,0.799045
0.932089,0.869268
0.931379,0.919483
0.926581,0.948166
0.924689,0.978377
0.919971,0.995164
0.915437,1.000000
0.905889,1.000000
0.882883,1.000000
0.846059,0.982588
0.797648,0.957367
0.735651,0.922116
0.679283,0.888063
0.629665,0.855960
0.601187,0.837346
0.582760,0.824876
0.581578,0.824043
0.757496,0.878179
0.878101,0.930933
0.930417,0.972040
0.956340,1.000000
0.960808,1.000000
0.966857,1.000000
0.967929,1.000000
0.967493,1.000000
0.966661,1.000000
0.949207,1.000000
0.920148,1.000000
0.879526,0.991838
0.827047,0.959477
0.778037,0.927413
0.735736,0.898503
0.699964,0.871967
0.665786,0.845314
0.632026,0.818844
0.600472,0.792944
0.570931,0.767450
0.543128,0.743097
0.512076,0.715523
0.485248,0.689970
0.460065,0.665181
0.437311,0.641896
0.419895,0.622923
0.405844,0.606680
0.395541,0.593536
0.386982,0.582140
0.376439,0.569067
0.364367,0.553781
0.349906,0.535183
0.332227,0.512565
0.315522,0.490520
0.300070,0.468991
0.288045,0.450708
0.280233,0.437985
0.273911,0.427361
0.270611,0.420813
0.276632,0.419335
0.276239,0.417448
0.274881,0.414375
0.272891,0.410737
0.269144,0.404603
0.264589,0.396940
0.257290,0.385166
0.248305,0.370668
0.239056,0.355037
0.229582,0.338276
0.219998,0.320648
0.210591,0.302397
0.204476,0.289374
0.198700,0.276646
0.191768,0.261097
0.186061,0.247219
0.180939,0.234097
0.178666,0.227506
0.198447,0.236403
0.264597,0.284120
0.298912,0.323781
0.297122,0.338165
0.296427,0.354091
0.295198,0.361539
0.293637,0.365523
0.291601,0.365562
0.287578,0.362852
0.281829,0.357716
0.274687,0.350566
0.269254,0.345393
0.263178,0.338847
0.256159,0.330732
0.249837,0.323287
0.241859,0.312596
0.235344,0.303831
0.231339,0.299037
0.228498,0.295834
0.227097,0.294909
0.226253,0.294943
0.224654,0.293624
0.223931,0.293564
0.227038,0.299057
0.225428,0.297937
0.222075,0.293482
0.216036,0.283722
0.208166,0.270243
0.202108,0.259507
0.198841,0.253645
0.195783,0.248056
0.191990,0.240684
0.189640,0.236097
0.190435,0.236676
0.211344,0.254834
0.227214,0.274701
0.230842,0.288497
0.246281,0.309083
0.252649,0.325621
0.250606,0.325843
0.248507,0.325469
0.246754,0.325218
0.244503,0.324055
0.240748,0.320481
0.235290,0.313936
0.228981,0.305536
0.222745,0.296813
0.216050,0.286743
0.209645,0.276540
0.203431,0.266318
0.196273,0.253409
0.188150,0.237284
0.180421,0.221032
0.173294,0.204803
0.166811,0.188488
0.159980,0.169768
0.153127,0.149243
0.147260,0.129905
0.142046,0.110931
0.137810,0.093412
0.134869,0.079783
0.132733,0.069207
0.131370,0.062054
0.130563,0.057599
0.130288,0.056431
0.129873,0.054554
0.131699,0.054956
0.141220,0.073198
0.146786,0.089687
0.154506,0.110583
0.180299,0.152484
0.205246,0.197037
0.216851,0.233430
0.277268,0.299348
0.508008,0.439005
0.759144,0.586536
0.883167,0.703672
0.923708,0.792054
0.926170,0.843250
0.931882,0.889036
0.939134,0.930012
0.942799,0.953532
0.944248,0.969244
0.944728,0.978166
0.939066,0.975963
0.921268,0.967108
0.886318,0.947763
0.836992,0.918865
0.783103,0.885754
0.723221,0.846795
0.662187,0.804918
0.604740,0.762792
0.550105,0.719574
0.500243,0.677444
0.460519,0.641098
0.425726,0.606893
0.395312,0.574857
0.367151,0.543300
0.339308,0.510644
0.315806,0.480934
0.294943,0.452588
0.276917,0.426315
0.262180,0.402869
0.249955,0.382103
0.239530,0.363303
0.231422,0.347813
0.223418,0.331966
0.214502,0.313481
0.206119,0.295310
0.197598,0.276087
0.190904,0.259549
0.186409,0.247353
0.185169,0.242168
0.185133,0.239815
0.184809,0.237263
0.183579,0.232684
0.181209,0.225683
0.179287,0.219203
0.177158,0.212102
0.173871,0.202568
0.170784,0.193549
0.170206,0.191002
0.169980,0.188913
0.167424,0.180556
0.164339,0.170945
0.161367,0.161596
0.158265,0.151642
0.157143,0.147001
0.157904,0.145544
0.185415,0.168507
0.199587,0.188320
0.259961,0.243129
0.324109,0.306322
0.345229,0.353020
0.343235,0.380195
0.342169,0.406175
0.356021,0.433437
0.352592,0.436895
0.344585,0.431976
0.335558,0.424876
0.326006,0.416741
0.314686,0.406581
0.298472,0.389435
0.283475,0.372768
0.268049,0.354523
0.256170,0.340008
0.245023,0.325763
0.234488,0.311357
0.227874,0.302587
0.226773,0.303041
0.238850,0.315771
0.243555,0.325989
0.259584,0.343470
0.268308,0.358652
0.267642,0.364588
0.276298,0.377982
0.276198,0.385286
0.274574,0.384740
0.272669,0.383544
0.269660,0.380890
0.267669,0.379807
0.266278,0.379475
0.264468,0.378705
0.259451,0.373389
0.252110,0.363971
0.246303,0.356234
0.240987,0.348957
0.235293,0.340900
0.227512,0.329041
0.220972,0.318475
0.215726,0.309684
0.210654,0.300895
0.204979,0.290703
0.198012,0.277659
0.192971,0.267675
0.187683,0.256534
0.184043,0.248577
0.182321,0.244495
0.180683,0.240509
0.178299,0.234832
0.175087,0.226748
0.171566,0.217351
0.167306,0.205754
0.161851,0.190258
0.156582,0.174013
0.152325,0.159639
0.148978,0.146874
0.146207,0.135389
0.144480,0.127638
0.143439,0.122342
0.142239,0.116319
0.140427,0.107526
0.137995,0.095673
0.136301,0.086339
0.135066,0.078918
0.133798,0.071281
0.133527,0.068399
0.138812,0.072981
0.138773,0.072782
0.140812,0.076217
0.147932,0.089155
0.151563,0.100384
0.161682,0.120432
0.181432,0.152659
0.197849,0.185144
0.216985,0.220633
0.237412,0.257556
0.243372,0.285178
0.242237,0.300591
0.241541,0.316098
0.240252,0.323669
0.237308,0.321960
0.235149,0.321332
0.233185,0.320844
0.230095,0.318399
0.226495,0.314854
0.224114,0.313046
0.226810,0.322689
0.232335,0.333608
0.230123,0.331724
0.227791,0.329380
