# music_dance timeline v1
# fps=100.227273
# n=14916
# duration_sec=148.822
# wav=V_ZionT_MR.wav
led,motor
0.136002,0.337122
0.167074,0.409056
0.176298,0.458593
0.174276,0.473523
0.171005,0.471851
0.166901,0.466156
0.163944,0.460126
0.160376,0.450592
0.155077,0.434114
0.150158,0.415836
0.145350,0.396271
0.140448,0.375306
0.135188,0.350688
0.129957,0.321825
0.125249,0.287831
0.121822,0.250807
0.120172,0.211263
0.120000,0.171781
0.120000,0.133155
0.120000,0.120285
0.120000,0.116574
0.120000,0.130314
0.120000,0.141921
0.120000,0.137719
0.120000,0.126394
0.120000,0.107498
0.120000,0.082412
0.120000,0.044212
0.120000,0.005219
0.120000,0.000000
0.120000,0.000000
0.120000,0.000000
0.120000,0.000000
0.120000,0.000000
0.120000,0.000000
0.120000,0.000000
0.120000,0.000000
0.120000,0.000000
