frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz
11863, 0, 395.400, 0.98, 1, 14.0, -15.3, 497.2, 0.015, 0.039, 0.011
11864, 0, 395.433, 0.98, 1, 13.9, -15.7, 499.9, 0.009, 0.034, 0.012
11865, 0, 395.467, 0.98, 1, 13.6, -16.0, 501.3, 0.005, 0.030, 0.014
11866, 0, 395.500, 0.98, 1, 13.4, -16.2, 503.2, 0.003, 0.028, 0.015
11867, 0, 395.533, 0.98, 1, 13.1, -16.2, 503.4, -0.002, 0.029, 0.014
11868, 0, 395.567, 0.98, 1, 13.1, -16.2, 503.5, -0.006, 0.024, 0.013
11869, 0, 395.600, 0.98, 1, 12.8, -16.2, 502.5, -0.004, 0.023, 0.011
11870, 0, 395.633, 0.98, 1, 12.0, -16.0, 500.9, -0.003, 0.029, 0.006
11871, 0, 395.667, 0.98, 1, 10.7, -16.1, 502.0, -0.006, 0.043, -0.009
11872, 0, 395.700, 0.98, 1, 8.2, -15.8, 497.6, -0.004, 0.072, -0.031
11873, 0, 395.733, 0.98, 1, 4.4, -15.4, 495.3, 0.005, 0.104, -0.048
11874, 0, 395.767, 0.98, 1, -1.2, -14.7, 495.0, 0.006, 0.120, -0.077
11875, 0, 395.800, 0.98, 1, -2.2, -14.7, 492.9, -0.003, 0.114, -0.087
11876, 0, 395.833, 0.98, 1, -1.3, -14.7, 491.1, -0.007, 0.092, -0.089
11877, 0, 395.867, 0.98, 1, 0.2, -15.1, 489.2, -0.027, 0.077, -0.079
11878, 0, 395.900, 0.98, 1, 1.4, -15.8, 494.3, -0.047, 0.067, -0.061
11879, 0, 395.933, 0.98, 1, 2.5, -16.5, 495.0, -0.062, 0.057, -0.048
11880, 0, 395.967, 0.98, 1, 3.1, -16.8, 499.2, -0.058, 0.051, -0.035
11881, 0, 396.000, 0.98, 1, 3.3, -16.5, 502.5, -0.052, 0.052, -0.027
11882, 0, 396.033, 0.98, 1, 2.9, -16.1, 501.0, -0.042, 0.059, -0.024
11883, 0, 396.067, 0.98, 1, 2.5, -15.9, 500.1, -0.042, 0.059, -0.019
11884, 0, 396.100, 0.98, 1, 2.5, -16.4, 499.0, -0.041, 0.060, -0.009
11885, 0, 396.133, 0.98, 1, 2.7, -17.5, 498.1, -0.053, 0.053, 0.007
11886, 0, 396.167, 0.98, 1, 2.8, -18.8, 498.2, -0.058, 0.046, 0.014
11887, 0, 396.200, 0.98, 1, 2.7, -19.8, 500.4, -0.071, 0.048, 0.017
11888, 0, 396.233, 0.98, 1, 2.7, -19.9, 500.8, -0.067, 0.046, 0.020
11889, 0, 396.267, 0.98, 1, 2.5, -19.8, 502.1, -0.055, 0.046, 0.025
11890, 0, 396.300, 0.98, 1, 2.3, -19.4, 499.8, -0.049, 0.042, 0.025
11891, 0, 396.333, 0.98, 1, 2.6, -18.9, 497.5, -0.039, 0.037, 0.021
11892, 0, 396.367, 0.98, 1, 2.8, -18.3, 499.4, -0.028, 0.040, 0.016
11893, 0, 396.400, 0.98, 1, 3.1, -18.1, 498.8, -0.031, 0.039, 0.014
11894, 0, 396.433, 0.98, 1, 3.4, -18.0, 497.9, -0.028, 0.031, 0.014
11895, 0, 396.467, 0.98, 1, 3.7, -18.1, 499.7, -0.030, 0.034, 0.015
11896, 0, 396.500, 0.98, 1, 4.1, -17.9, 498.5, -0.028, 0.032, 0.013
11897, 0, 396.533, 0.98, 1, 4.5, -17.8, 498.1, -0.029, 0.031, 0.012
11898, 0, 396.567, 0.98, 1, 4.8, -17.7, 498.3, -0.026, 0.032, 0.012
11899, 0, 396.600, 0.98, 1, 5.2, -17.6, 496.1, -0.026, 0.026, 0.010
11900, 0, 396.633, 0.98, 1, 5.8, -17.7, 497.5, -0.025, 0.026, 0.011
11901, 0, 396.667, 0.98, 1, 6.3, -17.9, 498.7, -0.028, 0.025, 0.007
11902, 0, 396.700, 0.98, 1, 6.9, -17.8, 498.8, -0.027, 0.026, 0.005
11903, 0, 396.733, 0.98, 1, 7.3, -17.7, 499.3, -0.026, 0.029, 0.006
11904, 0, 396.767, 0.98, 1, 7.6, -17.5, 499.8, -0.026, 0.027, 0.001
11905, 0, 396.800, 0.98, 1, 8.0, -17.2, 499.7, -0.025, 0.025, -0.001
11906, 0, 396.833, 0.98, 1, 8.3, -16.8, 499.6, -0.026, 0.029, -0.004
11907, 0, 396.867, 0.98, 1, 8.8, -16.5, 498.0, -0.019, 0.028, -0.003
11908, 0, 396.900, 0.98, 1, 9.4, -16.2, 500.1, -0.015, 0.025, -0.004
11909, 0, 396.933, 0.98, 1, 9.7, -15.9, 498.7, -0.015, 0.022, -0.001
11910, 0, 396.967, 0.98, 1, 10.2, -15.5, 498.4, -0.020, 0.025, 0.004
11911, 0, 397.000, 0.98, 1, 10.7, -15.3, 498.6, -0.014, 0.023, 0.005
11912, 0, 397.033, 0.98, 1, 11.3, -14.9, 498.0, -0.012, 0.023, 0.003
11913, 0, 397.067, 0.98, 1, 11.8, -14.7, 497.3, -0.009, 0.021, 0.003
11914, 0, 397.100, 0.98, 1, 12.1, -14.6, 496.6, -0.009, 0.023, 0.003
11915, 0, 397.133, 0.98, 1, 12.7, -14.5, 499.3, -0.010, 0.023, 0.003
11916, 0, 397.167, 0.98, 1, 13.2, -14.3, 498.7, -0.012, 0.023, 0.005
11917, 0, 397.200, 0.98, 1, 13.5, -14.2, 499.7, -0.013, 0.022, 0.004
11918, 0, 397.233, 0.98, 1, 14.0, -13.8, 498.4, -0.006, 0.019, 0.002
11919, 0, 397.267, 0.98, 1, 14.2, -13.8, 498.6, -0.007, 0.021, 0.003
11920, 0, 397.300, 0.98, 1, 14.8, -13.5, 499.9, -0.006, 0.015, 0.003
11921, 0, 397.333, 0.98, 1, 14.9, -13.4, 499.5, -0.008, 0.019, 0.002
11922, 0, 397.367, 0.98, 1, 15.4, -13.2, 498.3, -0.005, 0.013, 0.002
11923, 0, 397.400, 0.98, 1, 15.8, -13.1, 498.3, -0.001, 0.012, -0.000
11924, 0, 397.433, 0.98, 1, 16.4, -13.0, 498.2, -0.001, 0.010, -0.002
11925, 0, 397.467, 0.98, 1, 16.7, -12.9, 498.8, 0.005, 0.009, -0.003
11926, 0, 397.500, 0.98, 1, 17.4, -12.7, 499.2, 0.011, 0.014, -0.004
11927, 0, 397.533, 0.98, 1, 18.0, -12.7, 498.4, 0.010, 0.012, -0.005
11928, 0, 397.567, 0.98, 1, 18.7, -12.8, 498.0, 0.010, 0.011, -0.003
11929, 0, 397.600, 0.98, 1, 19.6, -12.8, 497.7, 0.017, 0.007, -0.004
11930, 0, 397.633, 0.98, 1, 20.4, -12.8, 499.7, 0.023, 0.013, -0.003
11931, 0, 397.667, 0.98, 1, 21.2, -12.6, 498.3, 0.026, 0.014, -0.003
11932, 0, 397.700, 0.98, 1, 22.1, -12.3, 497.4, 0.029, 0.017, -0.004
11933, 0, 397.733, 0.98, 1, 23.0, -12.2, 496.5, 0.024, 0.015, -0.004
11934, 0, 397.767, 0.98, 1, 23.9, -12.0, 496.3, 0.030, 0.012, -0.000
11935, 0, 397.800, 0.98, 1, 24.5, -12.0, 495.7, 0.036, 0.008, -0.003
11936, 0, 397.833, 0.98, 1, 25.2, -12.0, 495.9, 0.040, 0.006, -0.002
11937, 0, 397.867, 0.98, 1, 25.6, -12.0, 495.2, 0.042, 0.009, -0.004
11938, 0, 397.900, 0.98, 1, 26.1, -11.8, 493.1, 0.046, 0.012, -0.002
11939, 0, 397.933, 0.98, 1, 26.2, -11.5, 493.0, 0.053, 0.015, -0.005
11940, 0, 397.967, 0.98, 1, 26.3, -11.1, 491.1, 0.056, 0.013, -0.008
11941, 0, 398.000, 0.98, 1, 26.3, -11.1, 490.8, 0.053, 0.014, -0.010
11942, 0, 398.033, 0.98, 1, 26.4, -10.8, 490.3, 0.057, 0.021, -0.012
11943, 0, 398.067, 0.98, 1, 26.6, -10.8, 489.1, 0.054, 0.022, -0.014
11944, 0, 398.100, 0.98, 1, 27.0, -11.0, 487.7, 0.056, 0.023, -0.013
11945, 0, 398.133, 0.98, 1, 27.6, -11.3, 488.6, 0.055, 0.021, -0.010
11946, 0, 398.167, 0.98, 1, 28.5, -11.6, 488.4, 0.057, 0.022, -0.006
11947, 0, 398.200, 0.98, 1, 29.1, -11.7, 490.0, 0.055, 0.020, -0.003
11948, 0, 398.233, 0.98, 1, 29.5, -11.4, 488.3, 0.051, 0.011, 0.003
11949, 0, 398.267, 0.98, 1, 29.7, -11.3, 489.3, 0.048, 0.011, 0.007
11950, 0, 398.300, 0.98, 1, 30.1, -11.3, 492.1, 0.067, 0.009, 0.005
11951, 0, 398.333, 0.98, 1, 29.9, -10.9, 492.7, 0.076, 0.010, 0.009
11952, 0, 398.367, 0.98, 1, 29.7, -10.7, 492.3, 0.077, 0.012, 0.011
11953, 0, 398.400, 0.98, 1, 29.0, -10.5, 489.4, 0.070, 0.011, 0.012
11954, 0, 398.433, 0.98, 1, 28.3, -10.2, 492.8, 0.067, 0.015, 0.013
11955, 0, 398.467, 0.98, 1, 27.4, -10.0, 490.7, 0.068, 0.016, 0.011
11956, 0, 398.500, 0.98, 1, 26.7, -10.0, 490.3, 0.067, 0.016, 0.009
11957, 0, 398.533, 0.98, 1, 25.9, -9.9, 489.6, 0.070, 0.015, 0.009
11958, 0, 398.567, 0.98, 1, 25.2, -9.9, 491.3, 0.069, 0.018, 0.009
11959, 0, 398.600, 0.98, 1, 24.5, -9.9, 492.5, 0.065, 0.016, 0.008
11960, 0, 398.633, 0.98, 1, 24.1, -9.8, 493.8, 0.073, 0.016, 0.007
11961, 0, 398.667, 0.98, 1, 23.4, -9.5, 491.4, 0.070, 0.012, 0.008
11962, 0, 398.700, 0.98, 1, 23.0, -9.6, 494.3, 0.065, 0.011, 0.002
11963, 0, 398.733, 0.98, 1, 22.3, -9.6, 494.8, 0.064, 0.017, 0.003
11964, 0, 398.767, 0.98, 1, 22.2, -9.6, 491.8, 0.066, 0.008, 0.004
11965, 0, 398.800, 0.98, 1, 21.6, -9.7, 492.4, 0.062, 0.008, 0.004
11966, 0, 398.833, 0.98, 1, 21.3, -9.6, 492.4, 0.064, 0.014, 0.003
11967, 0, 398.867, 0.98, 1, 21.0, -9.5, 492.6, 0.059, 0.015, 0.004
11968, 0, 398.900, 0.98, 1, 20.7, -9.3, 491.9, 0.059, 0.019, 0.006
11969, 0, 398.933, 0.98, 1, 20.4, -9.1, 491.3, 0.056, 0.018, 0.005
11970, 0, 398.967, 0.98, 1, 20.1, -9.1, 490.9, 0.059, 0.021, 0.003
11971, 0, 399.000, 0.98, 1, 20.0, -9.1, 491.2, 0.055, 0.022, 0.002
11972, 0, 399.033, 0.98, 1, 19.9, -9.1, 491.6, 0.054, 0.023, 0.002
11973, 0, 399.067, 0.98, 1, 19.6, -9.3, 492.9, 0.050, 0.029, 0.006
11974, 0, 399.100, 0.98, 1, 19.6, -9.3, 494.0, 0.046, 0.025, 0.006
11975, 0, 399.133, 0.98, 1, 19.5, -9.5, 495.4, 0.047, 0.027, 0.006
11976, 0, 399.167, 0.98, 1, 19.5, -9.7, 496.6, 0.044, 0.026, 0.005
11977, 0, 399.200, 0.98, 1, 19.5, -9.9, 497.5, 0.043, 0.028, 0.003
11978, 0, 399.233, 0.98, 1, 19.5, -10.1, 497.7, 0.041, 0.026, 0.002
11979, 0, 399.267, 0.98, 1, 19.5, -10.2, 498.2, 0.043, 0.027, 0.001
11980, 0, 399.300, 0.98, 1, 19.6, -10.4, 498.7, 0.041, 0.024, 0.001
11981, 0, 399.333, 0.98, 1, 19.8, -10.7, 498.0, 0.037, 0.020, -0.003
11982, 0, 399.367, 0.98, 1, 19.8, -10.7, 494.0, 0.036, 0.018, -0.003
11983, 0, 399.400, 0.98, 1, 20.0, -10.9, 495.8, 0.026, 0.017, -0.001
11984, 0, 399.433, 0.98, 1, 20.2, -11.4, 494.3, 0.025, 0.019, -0.002
11985, 0, 399.467, 0.98, 1, 20.4, -11.9, 494.3, 0.022, 0.017, -0.001
11986, 0, 399.500, 0.98, 1, 20.6, -12.4, 496.4, 0.012, 0.014, -0.002
11987, 0, 399.533, 0.98, 1, 20.7, -12.9, 498.5, 0.016, 0.014, 0.001
11988, 0, 399.567, 0.98, 1, 20.8, -13.5, 497.5, 0.011, 0.010, 0.001
11989, 0, 399.600, 0.98, 1, 20.8, -14.2, 498.0, 0.004, 0.007, 0.005
11990, 0, 399.633, 0.98, 1, 20.7, -14.7, 495.5, 0.006, 0.008, 0.009
11991, 0, 399.667, 0.98, 1, 20.6, -14.9, 494.7, 0.005, 0.008, 0.009
11992, 0, 399.700, 0.98, 1, 20.7, -15.2, 493.1, 0.003, 0.005, 0.011
11993, 0, 399.733, 0.98, 1, 20.7, -15.6, 495.3, 0.000, 0.012, 0.014
11994, 0, 399.767, 0.98, 1, 20.8, -15.8, 496.8, -0.007, 0.009, 0.013
11995, 0, 399.800, 0.98, 1, 20.8, -15.8, 497.5, -0.004, 0.009, 0.012
11996, 0, 399.833, 0.98, 1, 20.8, -16.0, 498.3, -0.005, 0.010, 0.011
11997, 0, 399.867, 0.98, 1, 20.8, -16.1, 500.3, -0.008, 0.005, 0.011
11998, 0, 399.900, 0.98, 1, 20.8, -16.3, 501.6, -0.016, 0.005, 0.011
11999, 0, 399.933, 0.98, 1, 20.7, -16.4, 504.8, -0.021, 0.003, 0.011
12000, 0, 399.967, 0.98, 1, 20.6, -16.6, 505.3, -0.027, 0.001, 0.012
12001, 0, 400.000, 0.98, 1, 20.5, -16.6, 506.8, -0.029, 0.002, 0.011
12002, 0, 400.033, 0.98, 1, 20.3, -16.7, 506.5, -0.030, 0.002, 0.009
12003, 0, 400.067, 0.98, 1, 20.2, -16.8, 507.1, -0.036, 0.007, 0.011
12004, 0, 400.100, 0.98, 1, 20.0, -17.0, 509.7, -0.042, 0.004, 0.014
12005, 0, 400.133, 0.98, 1, 19.8, -17.3, 511.5, -0.054, 0.005, 0.016
12006, 0, 400.167, 0.98, 1, 19.8, -17.7, 513.0, -0.065, 0.000, 0.016
12007, 0, 400.200, 0.98, 1, 19.6, -18.1, 513.6, -0.074, 0.000, 0.015
12008, 0, 400.233, 0.98, 1, 19.5, -18.4, 514.6, -0.083, -0.001, 0.015
12009, 0, 400.267, 0.98, 1, 19.3, -18.9, 514.3, -0.092, -0.000, 0.017
12010, 0, 400.300, 0.98, 1, 19.4, -19.2, 514.9, -0.097, -0.003, 0.016
12011, 0, 400.333, 0.98, 1, 19.3, -19.4, 514.4, -0.105, -0.002, 0.019
12012, 0, 400.367, 0.98, 1, 19.2, -19.5, 515.0, -0.109, -0.003, 0.018
12013, 0, 400.400, 0.98, 1, 19.4, -19.7, 515.0, -0.112, -0.007, 0.016
12014, 0, 400.433, 0.98, 1, 19.4, -19.7, 515.1, -0.109, -0.007, 0.014
12015, 0, 400.467, 0.98, 1, 19.3, -19.7, 515.5, -0.111, -0.006, 0.014
12016, 0, 400.500, 0.98, 1, 19.3, -19.6, 514.4, -0.112, -0.005, 0.013
12017, 0, 400.533, 0.98, 1, 19.3, -19.6, 514.4, -0.112, -0.007, 0.015
12018, 0, 400.567, 0.98, 1, 19.3, -19.6, 514.5, -0.110, -0.006, 0.016
12019, 0, 400.600, 0.98, 1, 19.3, -19.6, 514.7, -0.112, -0.006, 0.016
12020, 0, 400.633, 0.98, 1, 19.3, -19.6, 515.0, -0.112, -0.005, 0.017
12021, 0, 400.667, 0.98, 1, 19.2, -19.6, 515.4, -0.114, -0.002, 0.018
12022, 0, 400.700, 0.98, 1, 19.3, -19.6, 515.8, -0.117, -0.002, 0.017
12023, 0, 400.733, 0.98, 1, 19.3, -19.5, 515.9, -0.116, -0.001, 0.016
12024, 0, 400.767, 0.98, 1, 19.1, -19.4, 515.0, -0.113, -0.000, 0.016
12025, 0, 400.800, 0.98, 1, 19.1, -19.3, 515.0, -0.113, 0.001, 0.015
12026, 0, 400.833, 0.98, 1, 19.1, -19.2, 514.5, -0.109, 0.000, 0.015
12027, 0, 400.867, 0.98, 1, 19.0, -19.1, 514.1, -0.110, 0.003, 0.016
12028, 0, 400.900, 0.98, 1, 19.1, -18.9, 514.0, -0.102, 0.002, 0.015
12029, 0, 400.933, 0.98, 1, 19.1, -18.9, 514.2, -0.100, 0.002, 0.015
12030, 0, 400.967, 0.98, 1, 19.0, -18.7, 514.8, -0.095, 0.003, 0.013
12031, 0, 401.000, 0.98, 1, 19.1, -18.6, 515.0, -0.092, 0.004, 0.014
12032, 0, 401.033, 0.98, 1, 19.1, -18.5, 515.3, -0.091, 0.005, 0.014
12033, 0, 401.067, 0.98, 1, 19.1, -18.4, 514.5, -0.093, 0.005, 0.013
12034, 0, 401.100, 0.98, 1, 19.1, -18.3, 514.5, -0.090, 0.004, 0.014
12035, 0, 401.133, 0.98, 1, 19.1, -18.3, 514.2, -0.093, 0.004, 0.013
12036, 0, 401.167, 0.98, 1, 19.1, -18.2, 514.6, -0.090, 0.005, 0.012
12037, 0, 401.200, 0.98, 1, 19.1, -18.2, 514.2, -0.088, 0.005, 0.012
12038, 0, 401.233, 0.98, 1, 19.1, -18.0, 514.3, -0.085, 0.006, 0.012
12039, 0, 401.267, 0.98, 1, 19.0, -18.0, 514.3, -0.085, 0.006, 0.012
12040, 0, 401.300, 0.98, 1, 19.0, -17.9, 514.1, -0.085, 0.006, 0.013
12041, 0, 401.333, 0.98, 1, 19.0, -17.7, 513.1, -0.086, 0.004, 0.011
12042, 0, 401.367, 0.98, 1, 19.0, -17.7, 512.7, -0.091, 0.006, 0.013
12043, 0, 401.400, 0.98, 1, 18.9, -17.6, 510.7, -0.086, 0.006, 0.013
12044, 0, 401.433, 0.98, 1, 18.8, -17.5, 509.7, -0.087, 0.007, 0.014
12045, 0, 401.467, 0.98, 1, 18.9, -17.4, 509.5, -0.086, 0.002, 0.013
12046, 0, 401.500, 0.98, 1, 18.8, -17.5, 508.6, -0.089, 0.005, 0.015
12047, 0, 401.533, 0.98, 1, 18.8, -17.8, 509.5, -0.094, 0.002, 0.014
12048, 0, 401.567, 0.98, 1, 18.8, -18.2, 509.4, -0.103, 0.002, 0.014
12049, 0, 401.600, 0.98, 1, 18.8, -18.6, 509.1, -0.108, 0.001, 0.014
12050, 0, 401.633, 0.98, 1, 18.7, -19.3, 509.3, -0.109, -0.001, 0.018
12051, 0, 401.667, 0.98, 1, 18.6, -20.3, 509.6, -0.121, 0.000, 0.020
12052, 0, 401.700, 0.98, 1, 18.5, -21.4, 510.2, -0.129, 0.005, 0.022
12053, 0, 401.733, 0.98, 1, 18.3, -22.3, 507.7, -0.146, 0.009, 0.026
12054, 0, 401.767, 0.98, 1, 18.1, -22.7, 506.9, -0.151, 0.014, 0.028
12055, 0, 401.800, 0.98, 1, 18.1, -22.8, 506.6, -0.150, 0.013, 0.029
12056, 0, 401.833, 0.98, 1, 18.0, -22.5, 505.8, -0.145, 0.017, 0.031
12057, 0, 401.867, 0.98, 1, 17.8, -21.7, 505.7, -0.132, 0.024, 0.033
12058, 0, 401.900, 0.98, 1, 17.5, -20.5, 505.1, -0.113, 0.026, 0.037
12059, 0, 401.933, 0.98, 1, 16.9, -19.4, 504.0, -0.106, 0.031, 0.042
12060, 0, 401.967, 0.98, 1, 16.2, -18.6, 503.7, -0.099, 0.041, 0.045
12061, 0, 402.000, 0.98, 1, 15.3, -17.7, 501.7, -0.089, 0.051, 0.049
12062, 0, 402.033, 0.98, 1, 14.5, -17.1, 500.8, -0.078, 0.065, 0.048
12063, 0, 402.067, 0.98, 1, 14.2, -16.6, 499.2, -0.069, 0.071, 0.047
12064, 0, 402.100, 0.98, 1, 13.8, -16.0, 496.6, -0.067, 0.071, 0.045
12065, 0, 402.133, 0.98, 1, 13.5, -15.5, 494.5, -0.058, 0.074, 0.047
12066, 0, 402.167, 0.98, 1, 13.3, -15.2, 494.3, -0.050, 0.074, 0.045
12067, 0, 402.200, 0.98, 1, 13.1, -14.9, 494.0, -0.045, 0.074, 0.044
12068, 0, 402.233, 0.98, 1, 12.9, -15.0, 494.7, -0.049, 0.069, 0.044
12069, 0, 402.267, 0.98, 1, 12.7, -15.3, 496.3, -0.050, 0.066, 0.044
12070, 0, 402.300, 0.98, 1, 12.6, -15.5, 497.0, -0.059, 0.065, 0.047
12071, 0, 402.333, 0.98, 1, 12.3, -15.5, 497.1, -0.058, 0.063, 0.047
12072, 0, 402.367, 0.98, 1, 12.2, -15.6, 499.2, -0.058, 0.062, 0.046
12073, 0, 402.400, 0.98, 1, 12.0, -15.5, 498.7, -0.056, 0.057, 0.043
12074, 0, 402.433, 0.98, 1, 11.8, -15.7, 500.5, -0.055, 0.058, 0.043
12075, 0, 402.467, 0.98, 1, 11.6, -15.9, 500.1, -0.061, 0.054, 0.042
12076, 0, 402.500, 0.98, 1, 11.5, -16.2, 502.2, -0.067, 0.052, 0.040
12077, 0, 402.533, 0.98, 1, 11.4, -16.4, 502.4, -0.071, 0.052, 0.038
12078, 0, 402.567, 0.98, 1, 11.1, -16.7, 502.9, -0.082, 0.051, 0.035
12079, 0, 402.600, 0.98, 1, 11.0, -17.0, 504.9, -0.084, 0.050, 0.036
12080, 0, 402.633, 0.98, 1, 10.7, -17.3, 505.0, -0.097, 0.049, 0.032
12081, 0, 402.667, 0.98, 1, 10.5, -17.8, 504.5, -0.104, 0.046, 0.031
12082, 0, 402.700, 0.98, 1, 10.4, -18.4, 505.4, -0.114, 0.047, 0.026
12083, 0, 402.733, 0.98, 1, 10.4, -19.0, 505.1, -0.124, 0.043, 0.023
12084, 0, 402.767, 0.98, 1, 10.4, -19.5, 503.6, -0.129, 0.043, 0.019
12085, 0, 402.800, 0.98, 1, 10.6, -20.3, 503.4, -0.146, 0.037, 0.013
12086, 0, 402.833, 0.98, 1, 10.6, -21.0, 501.8, -0.163, 0.034, 0.011
12087, 0, 402.867, 0.98, 1, 10.9, -21.9, 502.2, -0.177, 0.031, 0.007
12088, 0, 402.900, 0.98, 1, 11.1, -22.7, 501.9, -0.194, 0.031, 0.005
12089, 0, 402.933, 0.98, 1, 11.3, -23.2, 502.8, -0.197, 0.030, 0.004
12090, 0, 402.967, 0.98, 1, 11.5, -23.6, 503.3, -0.205, 0.027, 0.002
12091, 0, 403.000, 0.98, 1, 11.7, -24.2, 505.6, -0.205, 0.025, 0.001
12092, 0, 403.033, 0.98, 1, 12.0, -24.6, 506.7, -0.214, 0.023, 0.001
12093, 0, 403.067, 0.98, 1, 12.3, -25.0, 507.9, -0.219, 0.020, -0.002
12094, 0, 403.100, 0.98, 1, 12.5, -25.4, 508.5, -0.227, 0.020, -0.001
12095, 0, 403.133, 0.98, 1, 12.7, -25.7, 510.2, -0.228, 0.020, -0.002
12096, 0, 403.167, 0.98, 1, 13.1, -25.9, 509.5, -0.233, 0.016, -0.006
12097, 0, 403.200, 0.98, 1, 13.2, -26.1, 510.2, -0.231, 0.020, -0.005
12098, 0, 403.233, 0.98, 1, 13.5, -26.2, 509.5, -0.239, 0.016, -0.006
12099, 0, 403.267, 0.98, 1, 13.7, -26.5, 509.9, -0.241, 0.018, -0.004
12100, 0, 403.300, 0.98, 1, 13.9, -26.8, 509.9, -0.248, 0.018, -0.004
12101, 0, 403.333, 0.98, 1, 14.1, -26.7, 509.6, -0.247, 0.015, -0.005
12102, 0, 403.367, 0.98, 1, 14.4, -27.0, 509.6, -0.252, 0.011, -0.003
12103, 0, 403.400, 0.98, 1, 14.3, -26.8, 508.8, -0.249, 0.017, -0.002
12104, 0, 403.433, 0.98, 1, 14.4, -26.7, 507.1, -0.248, 0.018, -0.000
12105, 0, 403.467, 0.98, 1, 14.5, -26.9, 507.4, -0.249, 0.018, 0.003
12106, 0, 403.500, 0.98, 1, 14.7, -26.9, 506.4, -0.254, 0.017, 0.002
12107, 0, 403.533, 0.98, 1, 14.7, -26.9, 505.7, -0.257, 0.018, 0.002
12108, 0, 403.567, 0.98, 1, 14.8, -26.9, 505.5, -0.259, 0.019, 0.005
12109, 0, 403.600, 0.98, 1, 14.8, -27.0, 505.6, -0.259, 0.021, 0.006
12110, 0, 403.633, 0.98, 1, 14.9, -27.4, 503.5, -0.263, 0.020, 0.009
12111, 0, 403.667, 0.98, 1, 15.0, -28.1, 505.4, -0.273, 0.018, 0.010
12112, 0, 403.700, 0.98, 1, 15.1, -28.4, 505.8, -0.273, 0.019, 0.012
12113, 0, 403.733, 0.98, 1, 15.2, -28.5, 506.0, -0.275, 0.019, 0.012
12114, 0, 403.767, 0.98, 1, 15.2, -28.1, 503.4, -0.275, 0.021, 0.011
12115, 0, 403.800, 0.93, 1, 15.3, -27.2, 499.3, -0.270, 0.023, 0.011
12116, 0, 403.833, 0.98, 1, 15.6, -26.9, 500.4, -0.260, 0.024, 0.010
12117, 0, 403.867, 0.98, 1, 16.1, -27.4, 502.8, -0.268, 0.023, 0.011
12118, 0, 403.900, 0.98, 1, 16.6, -27.9, 503.0, -0.272, 0.012, 0.013
12119, 0, 403.933, 0.98, 1, 17.1, -28.6, 505.8, -0.272, 0.013, 0.018
12120, 0, 403.967, 0.98, 1, 17.8, -29.6, 509.8, -0.281, 0.004, 0.019
12121, 0, 404.000, 0.98, 1, 18.2, -30.0, 509.4, -0.276, 0.002, 0.022
12122, 0, 404.033, 0.98, 1, 18.7, -30.4, 510.0, -0.283, -0.005, 0.023
12123, 0, 404.067, 0.98, 1, 19.1, -30.7, 509.7, -0.285, -0.004, 0.025
12124, 0, 404.100, 0.98, 1, 19.6, -31.0, 509.6, -0.294, -0.006, 0.030
12125, 0, 404.133, 0.93, 1, 20.2, -31.5, 508.7, -0.297, -0.008, 0.037
12126, 0, 404.167, 0.93, 1, 20.7, -32.2, 507.3, -0.307, -0.006, 0.046
12127, 0, 404.200, 0.88, 1, 21.1, -33.6, 508.3, -0.323, -0.005, 0.063
12128, 0, 404.233, 0.88, 1, 21.4, -35.3, 507.6, -0.340, -0.006, 0.079
12129, 0, 404.267, 0.88, 1, 21.4, -37.1, 508.3, -0.362, 0.001, 0.100
12130, 0, 404.300, 0.88, 1, 21.8, -38.4, 505.7, -0.382, 0.002, 0.117
12131, 0, 404.333, 0.88, 1, 22.2, -39.4, 505.1, -0.382, 0.012, 0.135
12132, 0, 404.367, 0.93, 1, 22.6, -40.6, 507.0, -0.404, 0.018, 0.157
12133, 0, 404.400, 0.93, 1, 23.0, -40.7, 506.3, -0.416, 0.016, 0.165
12134, 0, 404.433, 0.93, 1, 23.2, -40.7, 507.5, -0.421, 0.018, 0.168
12135, 0, 404.467, 0.93, 1, 22.3, -39.3, 507.2, -0.393, 0.026, 0.163
12136, 0, 404.500, 0.98, 1, 21.3, -38.7, 508.0, -0.368, 0.032, 0.144
12137, 0, 404.533, 0.98, 1, 20.1, -38.9, 510.3, -0.335, 0.032, 0.118
12138, 0, 404.567, 0.93, 1, 19.5, -39.8, 517.2, -0.320, 0.032, 0.094
12139, 0, 404.600, 0.93, 1, 18.9, -40.6, 518.5, -0.300, 0.031, 0.076
12140, 0, 404.633, 0.93, 1, 17.9, -40.5, 518.7, -0.336, 0.031, 0.045
12141, 0, 404.667, 0.93, 1, 16.4, -40.1, 516.4, -0.332, 0.037, 0.023
12142, 0, 404.700, 0.98, 1, 14.8, -39.6, 515.1, -0.317, 0.048, 0.009
12143, 0, 404.733, 0.98, 1, 12.4, -38.6, 513.5, -0.296, 0.075, 0.000
12144, 0, 404.767, 0.98, 1, 9.5, -38.3, 513.4, -0.270, 0.113, 0.006
12145, 0, 404.800, 0.98, 1, 6.9, -38.2, 516.0, -0.240, 0.135, 0.005
12146, 0, 404.833, 0.88, 1, 4.1, -38.0, 520.1, -0.227, 0.163, 0.012
