frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz
50917, 0, 1697.200, 0.98, 1, 22.3, -20.2, 549.3, -0.014, 0.034, 0.042
50918, 0, 1697.233, 0.98, 1, 21.9, -20.0, 551.7, -0.013, 0.038, 0.041
50919, 0, 1697.267, 0.98, 1, 21.8, -19.5, 553.8, -0.014, 0.036, 0.038
50920, 0, 1697.300, 0.98, 1, 21.4, -18.3, 552.4, -0.016, 0.037, 0.038
50921, 0, 1697.333, 0.98, 1, 21.2, -17.0, 550.7, -0.011, 0.035, 0.037
50922, 0, 1697.367, 0.98, 1, 21.0, -15.7, 550.6, -0.024, 0.035, 0.040
50923, 0, 1697.400, 0.98, 1, 21.0, -14.9, 548.0, -0.029, 0.031, 0.036
50924, 0, 1697.433, 0.98, 1, 20.3, -14.8, 544.2, -0.038, 0.036, 0.037
50925, 0, 1697.467, 0.98, 1, 19.3, -15.5, 541.6, -0.056, 0.045, 0.037
50926, 0, 1697.500, 0.98, 1, 18.4, -16.6, 537.8, -0.058, 0.048, 0.035
50927, 0, 1697.533, 0.98, 1, 17.3, -17.0, 535.0, -0.057, 0.045, 0.033
50928, 0, 1697.567, 0.98, 1, 16.4, -16.6, 530.9, -0.053, 0.049, 0.021
50929, 0, 1697.600, 0.98, 1, 15.6, -15.1, 523.2, -0.053, 0.055, 0.011
50930, 0, 1697.633, 0.98, 1, 14.3, -13.4, 514.1, -0.060, 0.060, 0.010
50931, 0, 1697.667, 0.98, 1, 13.2, -11.9, 506.1, -0.057, 0.057, -0.000
50932, 0, 1697.700, 0.98, 1, 12.1, -11.4, 498.9, -0.055, 0.065, -0.003
50933, 0, 1697.733, 0.98, 1, 11.2, -11.9, 496.7, -0.036, 0.068, -0.014
50934, 0, 1697.767, 0.98, 1, 10.1, -13.3, 490.1, -0.037, 0.077, -0.023
50935, 0, 1697.800, 0.98, 1, 8.8, -15.3, 485.8, -0.048, 0.088, -0.026
50936, 0, 1697.833, 0.98, 1, 7.7, -16.8, 480.0, -0.054, 0.089, -0.030
50937, 0, 1697.867, 0.98, 1, 6.8, -17.9, 472.8, -0.051, 0.086, -0.035
50938, 0, 1697.900, 0.98, 1, 6.1, -18.4, 469.0, -0.052, 0.083, -0.038
50939, 0, 1697.933, 0.98, 1, 5.2, -18.8, 469.1, -0.046, 0.084, -0.038
50940, 0, 1697.967, 0.98, 1, 4.4, -18.8, 464.3, -0.034, 0.086, -0.031
50941, 0, 1698.000, 0.98, 1, 3.9, -18.8, 461.6, -0.025, 0.091, -0.031
50942, 0, 1698.033, 0.98, 1, 3.7, -18.7, 458.5, -0.022, 0.086, -0.033
50943, 0, 1698.067, 0.98, 1, 3.6, -18.8, 455.8, -0.019, 0.085, -0.033
50944, 0, 1698.100, 0.98, 1, 3.5, -18.7, 454.7, -0.015, 0.090, -0.033
50945, 0, 1698.133, 0.98, 1, 3.6, -18.3, 453.1, -0.009, 0.091, -0.033
50946, 0, 1698.167, 0.98, 1, 3.7, -17.6, 448.0, -0.000, 0.091, -0.031
50947, 0, 1698.200, 0.98, 1, 4.0, -16.8, 445.6, 0.005, 0.089, -0.029
50948, 0, 1698.233, 0.98, 1, 4.2, -16.3, 444.3, 0.010, 0.090, -0.027
50949, 0, 1698.267, 0.98, 1, 4.7, -16.0, 443.9, 0.009, 0.095, -0.024
50950, 0, 1698.300, 0.98, 1, 5.2, -15.9, 443.5, 0.009, 0.092, -0.023
50951, 0, 1698.333, 0.98, 1, 6.4, -15.7, 443.3, 0.012, 0.086, -0.025
50952, 0, 1698.367, 0.98, 1, 7.4, -15.5, 443.9, 0.011, 0.079, -0.024
50953, 0, 1698.400, 0.98, 1, 8.6, -15.3, 444.0, 0.012, 0.080, -0.026
50954, 0, 1698.433, 0.98, 1, 9.7, -15.2, 446.5, 0.009, 0.077, -0.025
50955, 0, 1698.467, 0.98, 1, 10.8, -14.9, 446.3, 0.010, 0.073, -0.023
50956, 0, 1698.500, 0.98, 1, 12.0, -14.8, 448.4, 0.008, 0.069, -0.022
50957, 0, 1698.533, 0.98, 1, 13.0, -14.5, 447.4, 0.009, 0.066, -0.026
50958, 0, 1698.567, 0.98, 1, 13.8, -14.3, 447.9, 0.008, 0.063, -0.026
50959, 0, 1698.600, 0.98, 1, 14.7, -14.1, 448.4, 0.005, 0.066, -0.021
50960, 0, 1698.633, 0.98, 1, 15.4, -14.0, 448.8, 0.007, 0.064, -0.021
50961, 0, 1698.667, 0.98, 1, 16.0, -13.9, 449.4, 0.012, 0.068, -0.019
50962, 0, 1698.700, 0.98, 1, 16.8, -13.8, 448.8, 0.009, 0.062, -0.023
50963, 0, 1698.733, 0.98, 1, 17.3, -13.7, 448.1, 0.006, 0.058, -0.021
50964, 0, 1698.767, 0.98, 1, 17.8, -13.8, 450.8, 0.002, 0.059, -0.021
50965, 0, 1698.800, 0.98, 1, 18.1, -13.8, 450.8, 0.003, 0.055, -0.016
50966, 0, 1698.833, 0.98, 1, 18.4, -13.7, 450.0, 0.000, 0.047, -0.014
50967, 0, 1698.867, 0.98, 1, 18.5, -13.7, 451.0, -0.001, 0.049, -0.009
50968, 0, 1698.900, 0.98, 1, 18.8, -13.8, 451.1, -0.001, 0.051, -0.006
50969, 0, 1698.933, 0.98, 1, 18.9, -13.6, 449.8, -0.008, 0.051, -0.004
50970, 0, 1698.967, 0.98, 1, 19.3, -13.8, 449.7, -0.008, 0.052, -0.001
50971, 0, 1699.000, 0.98, 1, 19.6, -13.9, 449.3, -0.015, 0.049, -0.004
50972, 0, 1699.033, 0.98, 1, 19.7, -13.9, 448.3, -0.011, 0.050, -0.001
50973, 0, 1699.067, 0.98, 1, 20.0, -14.0, 448.4, -0.011, 0.050, -0.001
50974, 0, 1699.100, 0.98, 1, 20.1, -14.2, 448.4, -0.007, 0.050, -0.001
50975, 0, 1699.133, 0.98, 1, 20.1, -14.6, 448.8, -0.005, 0.058, 0.001
50976, 0, 1699.167, 0.98, 1, 20.0, -15.0, 449.0, -0.012, 0.060, 0.002
50977, 0, 1699.200, 0.98, 1, 19.9, -15.4, 447.5, -0.013, 0.064, 0.003
50978, 0, 1699.233, 0.98, 1, 19.8, -15.7, 447.7, -0.012, 0.065, 0.004
50979, 0, 1699.267, 0.98, 1, 19.7, -16.2, 449.5, -0.020, 0.068, 0.005
50980, 0, 1699.300, 0.98, 1, 19.7, -16.5, 449.9, -0.018, 0.072, 0.006
50981, 0, 1699.333, 0.98, 1, 19.4, -16.6, 449.4, -0.015, 0.073, 0.007
50982, 0, 1699.367, 0.98, 1, 19.4, -16.8, 449.6, -0.010, 0.073, 0.006
50983, 0, 1699.400, 0.98, 1, 19.1, -17.0, 448.3, -0.011, 0.077, 0.008
50984, 0, 1699.433, 0.98, 1, 19.1, -17.1, 447.7, -0.010, 0.077, 0.005
50985, 0, 1699.467, 0.98, 1, 18.9, -17.2, 448.6, -0.012, 0.082, 0.006
50986, 0, 1699.500, 0.98, 1, 18.8, -17.2, 448.9, -0.015, 0.084, 0.006
50987, 0, 1699.533, 0.98, 1, 18.8, -17.5, 450.6, -0.018, 0.088, 0.008
50988, 0, 1699.567, 0.98, 1, 18.7, -17.5, 450.0, -0.016, 0.086, 0.008
50989, 0, 1699.600, 0.98, 1, 18.8, -17.6, 450.4, -0.018, 0.085, 0.008
50990, 0, 1699.633, 0.98, 1, 19.0, -17.6, 450.0, -0.020, 0.082, 0.007
50991, 0, 1699.667, 0.98, 1, 19.5, -17.7, 450.4, -0.020, 0.073, 0.004
50992, 0, 1699.700, 0.98, 1, 19.8, -17.7, 451.3, -0.022, 0.068, 0.005
50993, 0, 1699.733, 0.98, 1, 20.0, -17.7, 450.0, -0.022, 0.068, 0.005
50994, 0, 1699.767, 0.98, 1, 20.2, -17.8, 451.0, -0.030, 0.060, 0.009
50995, 0, 1699.800, 0.98, 1, 20.5, -17.9, 451.5, -0.030, 0.059, 0.007
50996, 0, 1699.833, 0.98, 1, 20.6, -17.8, 452.4, -0.034, 0.062, 0.010
50997, 0, 1699.867, 0.98, 1, 20.7, -17.7, 452.1, -0.037, 0.057, 0.012
50998, 0, 1699.900, 0.98, 1, 20.8, -17.6, 452.5, -0.035, 0.056, 0.011
50999, 0, 1699.933, 0.98, 1, 20.9, -17.6, 453.2, -0.035, 0.052, 0.012
51000, 0, 1699.967, 0.98, 1, 21.0, -17.6, 453.7, -0.036, 0.051, 0.013
51001, 0, 1700.000, 0.98, 1, 21.1, -17.5, 453.3, -0.036, 0.052, 0.011
51002, 0, 1700.033, 0.98, 1, 21.1, -17.4, 453.0, -0.034, 0.048, 0.011
51003, 0, 1700.067, 0.98, 1, 21.2, -17.6, 453.9, -0.030, 0.048, 0.011
51004, 0, 1700.100, 0.98, 1, 21.3, -17.7, 455.1, -0.033, 0.050, 0.012
51005, 0, 1700.133, 0.98, 1, 21.3, -17.8, 455.4, -0.029, 0.049, 0.010
51006, 0, 1700.167, 0.98, 1, 21.4, -17.8, 455.5, -0.026, 0.050, 0.011
51007, 0, 1700.200, 0.98, 1, 21.4, -17.8, 455.8, -0.026, 0.049, 0.011
51008, 0, 1700.233, 0.98, 1, 21.4, -17.7, 455.9, -0.025, 0.047, 0.012
51009, 0, 1700.267, 0.98, 1, 21.4, -17.7, 455.7, -0.023, 0.046, 0.013
51010, 0, 1700.300, 0.98, 1, 21.4, -17.7, 455.2, -0.019, 0.044, 0.013
51011, 0, 1700.333, 0.98, 1, 21.3, -17.7, 455.0, -0.018, 0.043, 0.014
51012, 0, 1700.367, 0.98, 1, 21.2, -17.8, 455.1, -0.018, 0.043, 0.017
51013, 0, 1700.400, 0.98, 1, 21.1, -18.0, 455.5, -0.018, 0.042, 0.017
51014, 0, 1700.433, 0.98, 1, 20.8, -18.1, 455.2, -0.023, 0.046, 0.019
51015, 0, 1700.467, 0.98, 1, 20.6, -18.3, 455.6, -0.027, 0.047, 0.019
51016, 0, 1700.500, 0.98, 1, 20.4, -18.4, 456.1, -0.030, 0.052, 0.021
51017, 0, 1700.533, 0.98, 1, 20.3, -18.5, 455.9, -0.030, 0.053, 0.020
51018, 0, 1700.567, 0.98, 1, 20.3, -18.6, 456.4, -0.030, 0.051, 0.021
51019, 0, 1700.600, 0.98, 1, 20.2, -18.4, 455.6, -0.031, 0.049, 0.020
51020, 0, 1700.633, 0.98, 1, 20.2, -18.4, 456.0, -0.029, 0.052, 0.018
51021, 0, 1700.667, 0.98, 1, 20.1, -18.3, 455.4, -0.032, 0.053, 0.019
51022, 0, 1700.700, 0.98, 1, 19.9, -18.2, 455.2, -0.031, 0.055, 0.019
51023, 0, 1700.733, 0.98, 1, 19.9, -18.1, 455.2, -0.035, 0.053, 0.020
51024, 0, 1700.767, 0.98, 1, 19.8, -18.0, 454.4, -0.040, 0.050, 0.022
51025, 0, 1700.800, 0.98, 1, 19.8, -17.9, 454.2, -0.046, 0.049, 0.023
51026, 0, 1700.833, 0.98, 1, 19.7, -17.8, 453.8, -0.049, 0.047, 0.024
51027, 0, 1700.867, 0.98, 1, 19.8, -17.7, 452.7, -0.048, 0.048, 0.024
51028, 0, 1700.900, 0.98, 1, 19.8, -17.7, 452.7, -0.047, 0.045, 0.024
51029, 0, 1700.933, 0.98, 1, 19.8, -17.4, 451.5, -0.047, 0.043, 0.023
51030, 0, 1700.967, 0.98, 1, 19.8, -17.3, 451.5, -0.046, 0.043, 0.022
51031, 0, 1701.000, 0.98, 1, 19.8, -17.0, 450.0, -0.044, 0.042, 0.022
51032, 0, 1701.033, 0.98, 1, 19.7, -16.9, 449.0, -0.045, 0.042, 0.022
51033, 0, 1701.067, 0.98, 1, 19.6, -16.8, 448.3, -0.042, 0.041, 0.024
51034, 0, 1701.100, 0.98, 1, 19.4, -16.7, 447.9, -0.044, 0.041, 0.025
51035, 0, 1701.133, 0.98, 1, 19.4, -16.6, 447.1, -0.045, 0.039, 0.020
51036, 0, 1701.167, 0.98, 1, 19.1, -16.4, 444.0, -0.043, 0.042, 0.020
51037, 0, 1701.200, 0.98, 1, 19.0, -16.3, 443.5, -0.040, 0.043, 0.020
51038, 0, 1701.233, 0.98, 1, 19.0, -16.3, 443.7, -0.037, 0.042, 0.018
51039, 0, 1701.267, 0.98, 1, 18.9, -16.1, 442.6, -0.041, 0.041, 0.015
51040, 0, 1701.300, 0.98, 1, 18.6, -16.1, 442.7, -0.045, 0.048, 0.017
51041, 0, 1701.333, 0.98, 1, 18.8, -16.1, 444.7, -0.045, 0.047, 0.017
51042, 0, 1701.367, 0.98, 1, 18.9, -16.2, 444.5, -0.043, 0.047, 0.015
51043, 0, 1701.400, 0.98, 1, 18.9, -16.1, 443.6, -0.042, 0.049, 0.013
51044, 0, 1701.433, 0.98, 1, 19.0, -16.5, 443.9, -0.056, 0.052, 0.015
51045, 0, 1701.467, 0.98, 1, 19.3, -16.3, 443.9, -0.045, 0.049, 0.014
51046, 0, 1701.500, 0.98, 1, 19.5, -16.5, 444.0, -0.047, 0.042, 0.016
51047, 0, 1701.533, 0.98, 1, 19.8, -16.6, 444.0, -0.047, 0.039, 0.018
51048, 0, 1701.567, 0.98, 1, 20.1, -16.8, 444.0, -0.050, 0.038, 0.017
51049, 0, 1701.600, 0.98, 1, 20.2, -16.9, 444.9, -0.045, 0.037, 0.018
51050, 0, 1701.633, 0.98, 1, 20.4, -17.0, 445.9, -0.045, 0.037, 0.017
51051, 0, 1701.667, 0.98, 1, 20.5, -17.0, 446.4, -0.050, 0.036, 0.017
51052, 0, 1701.700, 0.98, 1, 20.9, -17.1, 445.2, -0.055, 0.029, 0.016
51053, 0, 1701.733, 0.98, 1, 20.8, -17.2, 445.8, -0.058, 0.033, 0.018
51054, 0, 1701.767, 0.98, 1, 21.1, -17.3, 446.8, -0.059, 0.029, 0.018
51055, 0, 1701.800, 0.98, 1, 21.1, -17.3, 446.7, -0.060, 0.028, 0.019
51056, 0, 1701.833, 0.98, 1, 21.1, -17.4, 446.7, -0.066, 0.027, 0.020
51057, 0, 1701.867, 0.98, 1, 21.1, -17.4, 446.4, -0.068, 0.026, 0.019
51058, 0, 1701.900, 0.98, 1, 21.1, -17.5, 446.2, -0.065, 0.028, 0.019
51059, 0, 1701.933, 0.98, 1, 21.0, -17.5, 446.0, -0.064, 0.029, 0.018
51060, 0, 1701.967, 0.98, 1, 21.0, -17.6, 446.0, -0.066, 0.029, 0.018
51061, 0, 1702.000, 0.98, 1, 20.9, -17.6, 446.3, -0.062, 0.026, 0.019
51062, 0, 1702.033, 0.98, 1, 20.9, -17.7, 446.4, -0.064, 0.025, 0.019
51063, 0, 1702.067, 0.98, 1, 20.8, -17.5, 446.2, -0.061, 0.028, 0.018
51064, 0, 1702.100, 0.98, 1, 20.6, -17.5, 445.2, -0.060, 0.030, 0.016
51065, 0, 1702.133, 0.98, 1, 20.6, -17.5, 445.6, -0.058, 0.030, 0.016
51066, 0, 1702.167, 0.98, 1, 20.5, -17.5, 445.3, -0.061, 0.032, 0.015
51067, 0, 1702.200, 0.98, 1, 20.4, -17.5, 445.9, -0.065, 0.031, 0.016
51068, 0, 1702.233, 0.98, 1, 20.3, -17.6, 445.7, -0.065, 0.030, 0.016
51069, 0, 1702.267, 0.98, 1, 20.3, -17.8, 445.3, -0.066, 0.031, 0.015
51070, 0, 1702.300, 0.98, 1, 20.3, -17.8, 445.5, -0.068, 0.029, 0.015
51071, 0, 1702.333, 0.98, 1, 20.3, -18.0, 445.7, -0.073, 0.028, 0.016
51072, 0, 1702.367, 0.98, 1, 20.4, -18.1, 445.6, -0.073, 0.026, 0.015
51073, 0, 1702.400, 0.98, 1, 20.5, -18.3, 445.1, -0.080, 0.024, 0.013
51074, 0, 1702.433, 0.98, 1, 20.5, -18.4, 445.1, -0.078, 0.024, 0.013
51075, 0, 1702.467, 0.98, 1, 20.6, -18.6, 443.9, -0.075, 0.023, 0.014
51076, 0, 1702.500, 0.98, 1, 20.6, -18.6, 443.7, -0.076, 0.023, 0.013
51077, 0, 1702.533, 0.98, 1, 20.6, -18.8, 444.0, -0.079, 0.023, 0.014
51078, 0, 1702.567, 0.98, 1, 20.7, -19.1, 444.3, -0.079, 0.022, 0.013
51079, 0, 1702.600, 0.98, 1, 20.5, -19.2, 444.8, -0.077, 0.030, 0.013
51080, 0, 1702.633, 0.98, 1, 21.2, -19.2, 445.4, -0.100, 0.024, 0.006
51081, 0, 1702.667, 0.98, 1, 21.0, -19.3, 444.6, -0.097, 0.032, 0.006
51082, 0, 1702.700, 0.98, 1, 21.0, -19.2, 444.1, -0.095, 0.036, 0.006
51083, 0, 1702.733, 0.98, 1, 21.3, -19.7, 446.6, -0.103, 0.034, 0.010
51084, 0, 1702.767, 0.98, 1, 21.4, -19.7, 445.3, -0.102, 0.036, 0.013
51085, 0, 1702.800, 0.98, 1, 21.9, -20.0, 446.9, -0.102, 0.033, 0.016
51086, 0, 1702.833, 0.98, 1, 22.3, -20.1, 447.9, -0.095, 0.033, 0.016
51087, 0, 1702.867, 0.98, 1, 22.5, -20.2, 447.8, -0.087, 0.035, 0.014
51088, 0, 1702.900, 0.98, 1, 22.8, -20.5, 447.6, -0.078, 0.035, 0.010
51089, 0, 1702.933, 0.98, 1, 22.9, -20.6, 448.6, -0.076, 0.039, 0.011
51090, 0, 1702.967, 0.98, 1, 22.9, -20.8, 449.4, -0.078, 0.042, 0.011
51091, 0, 1703.000, 0.98, 1, 23.0, -20.8, 449.4, -0.075, 0.043, 0.012
51092, 0, 1703.033, 0.98, 1, 23.1, -20.7, 449.1, -0.077, 0.042, 0.013
51093, 0, 1703.067, 0.98, 1, 23.1, -20.6, 448.7, -0.080, 0.041, 0.015
51094, 0, 1703.100, 0.98, 1, 23.1, -20.5, 448.0, -0.082, 0.039, 0.018
51095, 0, 1703.133, 0.98, 1, 23.0, -20.5, 447.8, -0.082, 0.037, 0.018
51096, 0, 1703.167, 0.98, 1, 22.9, -20.7, 447.9, -0.085, 0.036, 0.019
51097, 0, 1703.200, 0.98, 1, 22.6, -21.2, 448.8, -0.086, 0.040, 0.018
51098, 0, 1703.233, 0.98, 1, 22.5, -21.3, 448.6, -0.088, 0.044, 0.015
51099, 0, 1703.267, 0.98, 1, 22.3, -21.5, 449.1, -0.086, 0.045, 0.015
51100, 0, 1703.300, 0.98, 1, 22.3, -21.7, 450.0, -0.086, 0.044, 0.013
51101, 0, 1703.333, 0.98, 1, 22.3, -21.8, 450.8, -0.094, 0.044, 0.012
51102, 0, 1703.367, 0.98, 1, 22.3, -21.9, 451.5, -0.097, 0.046, 0.013
51103, 0, 1703.400, 0.98, 1, 22.4, -22.0, 452.4, -0.094, 0.048, 0.013
51104, 0, 1703.433, 0.98, 1, 22.3, -22.1, 452.7, -0.093, 0.045, 0.014
51105, 0, 1703.467, 0.98, 1, 22.3, -22.1, 453.3, -0.092, 0.043, 0.014
51106, 0, 1703.500, 0.98, 1, 22.3, -22.1, 452.9, -0.084, 0.048, 0.012
51107, 0, 1703.533, 0.98, 1, 22.0, -22.3, 452.2, -0.090, 0.041, 0.010
51108, 0, 1703.567, 0.98, 1, 21.8, -22.7, 454.0, -0.096, 0.044, 0.008
51109, 0, 1703.600, 0.98, 1, 21.5, -22.8, 454.2, -0.096, 0.042, 0.009
51110, 0, 1703.633, 0.98, 1, 21.3, -22.9, 454.8, -0.095, 0.046, 0.009
51111, 0, 1703.667, 0.98, 1, 20.7, -22.9, 449.9, -0.088, 0.041, 0.006
51112, 0, 1703.700, 0.98, 1, 20.7, -22.5, 448.2, -0.077, 0.044, 0.007
51113, 0, 1703.733, 0.98, 1, 20.9, -22.4, 448.7, -0.076, 0.040, 0.007
51114, 0, 1703.767, 0.98, 1, 21.1, -22.4, 449.8, -0.078, 0.039, 0.004
51115, 0, 1703.800, 0.98, 1, 21.3, -22.3, 449.8, -0.073, 0.042, 0.008
51116, 0, 1703.833, 0.98, 1, 21.1, -22.0, 448.9, -0.075, 0.040, 0.012
51117, 0, 1703.867, 0.98, 1, 21.0, -21.6, 447.0, -0.065, 0.037, 0.011
51118, 0, 1703.900, 0.98, 1, 20.9, -21.3, 446.8, -0.055, 0.037, 0.012
51119, 0, 1703.933, 0.98, 1, 20.8, -20.8, 443.9, -0.061, 0.035, 0.013
51120, 0, 1703.967, 0.98, 1, 20.8, -20.8, 444.1, -0.068, 0.035, 0.015
51121, 0, 1704.000, 0.98, 1, 20.9, -21.3, 446.5, -0.078, 0.036, 0.016
51122, 0, 1704.033, 0.98, 1, 21.0, -21.9, 450.2, -0.078, 0.037, 0.014
51123, 0, 1704.067, 0.98, 1, 21.0, -22.1, 451.3, -0.070, 0.041, 0.012
51124, 0, 1704.100, 0.98, 1, 21.0, -22.5, 454.2, -0.071, 0.045, 0.010
51125, 0, 1704.133, 0.98, 1, 21.0, -22.5, 453.6, -0.068, 0.044, 0.010
51126, 0, 1704.167, 0.98, 1, 21.0, -22.5, 453.8, -0.061, 0.043, 0.012
51127, 0, 1704.200, 0.98, 1, 21.0, -22.6, 454.4, -0.059, 0.041, 0.010
51128, 0, 1704.233, 0.98, 1, 20.9, -22.7, 455.3, -0.063, 0.045, 0.011
51129, 0, 1704.267, 0.98, 1, 20.8, -22.7, 454.9, -0.061, 0.049, 0.011
51130, 0, 1704.300, 0.98, 1, 20.8, -22.5, 454.2, -0.062, 0.045, 0.010
51131, 0, 1704.333, 0.98, 1, 20.5, -22.0, 451.7, -0.061, 0.041, 0.013
51132, 0, 1704.367, 0.98, 1, 20.4, -21.6, 450.7, -0.059, 0.043, 0.013
51133, 0, 1704.400, 0.98, 1, 20.3, -21.3, 449.0, -0.061, 0.038, 0.010
51134, 0, 1704.433, 0.98, 1, 20.4, -21.5, 449.3, -0.073, 0.037, 0.009
51135, 0, 1704.467, 0.98, 1, 20.4, -21.7, 449.7, -0.076, 0.035, 0.009
51136, 0, 1704.500, 0.98, 1, 20.4, -21.9, 450.4, -0.079, 0.035, 0.010
51137, 0, 1704.533, 0.98, 1, 20.3, -22.0, 450.7, -0.076, 0.035, 0.010
51138, 0, 1704.567, 0.98, 1, 20.4, -22.2, 451.5, -0.072, 0.036, 0.007
51139, 0, 1704.600, 0.98, 1, 20.4, -22.2, 451.5, -0.072, 0.036, 0.006
51140, 0, 1704.633, 0.98, 1, 20.4, -22.2, 452.1, -0.071, 0.037, 0.006
51141, 0, 1704.667, 0.98, 1, 20.4, -22.2, 452.2, -0.071, 0.037, 0.005
51142, 0, 1704.700, 0.98, 1, 20.4, -22.2, 452.0, -0.074, 0.037, 0.006
51143, 0, 1704.733, 0.98, 1, 20.4, -22.1, 452.0, -0.076, 0.036, 0.005
51144, 0, 1704.767, 0.98, 1, 20.3, -22.0, 451.7, -0.079, 0.036, 0.006
51145, 0, 1704.800, 0.98, 1, 20.3, -21.9, 451.8, -0.071, 0.036, 0.004
51146, 0, 1704.833, 0.98, 1, 20.4, -21.9, 452.2, -0.071, 0.033, 0.004
51147, 0, 1704.867, 0.98, 1, 20.4, -21.8, 452.0, -0.070, 0.035, 0.003
51148, 0, 1704.900, 0.98, 1, 20.4, -21.7, 452.0, -0.072, 0.034, 0.002
51149, 0, 1704.933, 0.98, 1, 20.4, -21.7, 451.7, -0.070, 0.034, 0.003
51150, 0, 1704.967, 0.98, 1, 20.4, -21.7, 452.0, -0.073, 0.035, 0.003
51151, 0, 1705.000, 0.98, 1, 20.5, -21.5, 451.2, -0.072, 0.034, 0.002
51152, 0, 1705.033, 0.98, 1, 20.6, -21.4, 450.3, -0.068, 0.032, 0.002
51153, 0, 1705.067, 0.98, 1, 20.7, -21.5, 450.3, -0.069, 0.030, 0.002
51154, 0, 1705.100, 0.98, 1, 20.8, -21.8, 451.1, -0.068, 0.034, 0.000
51155, 0, 1705.133, 0.98, 1, 20.7, -21.7, 452.1, -0.066, 0.037, 0.000
51156, 0, 1705.167, 0.98, 1, 20.8, -21.3, 453.8, -0.064, 0.038, 0.002
51157, 0, 1705.200, 0.98, 1, 21.0, -20.1, 450.6, -0.045, 0.048, 0.000
51158, 0, 1705.233, 0.98, 1, 21.4, -18.6, 450.8, -0.031, 0.044, -0.007
51159, 0, 1705.267, 0.98, 1, 22.0, -16.9, 449.8, -0.009, 0.040, -0.012
51160, 0, 1705.300, 0.98, 1, 22.1, -15.5, 447.6, 0.005, 0.043, -0.011
51161, 0, 1705.333, 0.98, 1, 22.4, -15.0, 446.5, 0.013, 0.037, -0.014
51162, 0, 1705.367, 0.98, 1, 22.4, -14.5, 445.6, 0.011, 0.041, -0.015
51163, 0, 1705.400, 0.98, 1, 22.6, -14.3, 445.0, 0.011, 0.038, -0.013
51164, 0, 1705.433, 0.98, 1, 22.8, -14.3, 446.1, 0.011, 0.039, -0.012
51165, 0, 1705.467, 0.98, 1, 23.1, -14.1, 446.9, 0.021, 0.042, -0.010
51166, 0, 1705.500, 0.98, 1, 23.3, -14.0, 447.2, 0.020, 0.042, -0.008
51167, 0, 1705.533, 0.98, 1, 23.8, -13.9, 449.4, 0.021, 0.037, -0.006
51168, 0, 1705.567, 0.98, 1, 23.9, -13.8, 449.1, 0.023, 0.037, -0.005
51169, 0, 1705.600, 0.98, 1, 24.1, -13.9, 450.3, 0.024, 0.038, -0.004
51170, 0, 1705.633, 0.98, 1, 24.2, -13.7, 451.8, 0.026, 0.039, -0.004
51171, 0, 1705.667, 0.98, 1, 24.2, -13.8, 452.6, 0.024, 0.041, -0.002
51172, 0, 1705.700, 0.98, 1, 24.1, -13.9, 452.5, 0.024, 0.043, -0.002
51173, 0, 1705.733, 0.98, 1, 24.2, -14.1, 453.1, 0.021, 0.044, -0.002
51174, 0, 1705.767, 0.98, 1, 24.3, -14.4, 453.2, 0.014, 0.041, -0.003
51175, 0, 1705.800, 0.98, 1, 24.2, -14.4, 453.7, 0.014, 0.041, -0.003
51176, 0, 1705.833, 0.98, 1, 24.2, -14.1, 453.1, 0.020, 0.041, -0.004
51177, 0, 1705.867, 0.98, 1, 24.0, -14.0, 452.1, 0.024, 0.041, -0.003
51178, 0, 1705.900, 0.98, 1, 23.8, -13.9, 452.5, 0.024, 0.043, -0.002
51179, 0, 1705.933, 0.98, 1, 23.6, -13.8, 451.3, 0.028, 0.042, -0.002
51180, 0, 1705.967, 0.98, 1, 23.4, -13.7, 451.3, 0.028, 0.045, 0.000
51181, 0, 1706.000, 0.98, 1, 23.3, -13.9, 451.1, 0.024, 0.041, -0.001
51182, 0, 1706.033, 0.98, 1, 23.1, -14.0, 451.7, 0.022, 0.043, -0.002
51183, 0, 1706.067, 0.98, 1, 23.0, -14.1, 452.2, 0.020, 0.042, -0.001
51184, 0, 1706.100, 0.98, 1, 22.9, -14.1, 452.2, 0.017, 0.043, -0.002
51185, 0, 1706.133, 0.98, 1, 22.7, -13.9, 451.0, 0.022, 0.041, -0.002
51186, 0, 1706.167, 0.98, 1, 22.7, -13.7, 450.8, 0.023, 0.042, -0.002
51187, 0, 1706.200, 0.98, 1, 22.6, -13.5, 450.6, 0.025, 0.043, -0.002
51188, 0, 1706.233, 0.98, 1, 22.5, -13.4, 450.8, 0.025, 0.044, -0.001
51189, 0, 1706.267, 0.98, 1, 22.5, -13.4, 451.6, 0.025, 0.045, -0.001
51190, 0, 1706.300, 0.98, 1, 22.5, -13.4, 451.8, 0.025, 0.046, -0.002
51191, 0, 1706.333, 0.98, 1, 22.7, -13.2, 451.5, 0.032, 0.045, 0.001
51192, 0, 1706.367, 0.98, 1, 22.7, -13.3, 452.4, 0.032, 0.048, 0.000
51193, 0, 1706.400, 0.98, 1, 22.7, -13.4, 452.3, 0.033, 0.047, 0.000
51194, 0, 1706.433, 0.98, 1, 22.7, -13.4, 452.4, 0.030, 0.047, 0.001
