1.5500000000e+03,0.0000000000e+00
1.5500000000e+03,0.0000000000e+00
1.5500000000e+03,0.0000000000e+00
1.5500000000e+03,0.0000000000e+00
1.5500000000e+03,0.0000000000e+00
1.5500000000e+03,0.0000000000e+00
1.5500000000e+03,0.0000000000e+00
1.5500000000e+03,0.0000000000e+00
1.5500000000e+03,0.0000000000e+00
1.5500000000e+03,0.0000000000e+00
1.5500000000e+03,0.0000000000e+00
1.5520000000e+03,0.0000000000e+00
1.5560000000e+03,0.0000000000e+00
1.5660000000e+03,0.0000000000e+00
1.5840000000e+03,0.0000000000e+00
1.6100000000e+03,1.5579714680e-02
1.6410000000e+03,8.6677320186e-01
1.6700000000e+03,8.2590448180e-01
1.6900000000e+03,7.4532609861e-01
1.7000000000e+03,6.7573428580e-01
1.6990000000e+03,6.1526427757e-01
1.6910000000e+03,5.6393712182e-01
1.6820000000e+03,5.0956897396e-01
1.6710000000e+03,4.5868839767e-01
1.6620000000e+03,4.0915145497e-01
1.6530000000e+03,3.6496435043e-01
1.6450000000e+03,3.2647223775e-01
1.6380000000e+03,2.9121423555e-01
1.6320000000e+03,2.5976398965e-01
1.6300000000e+03,2.3171027402e-01
1.6320000000e+03,2.0668627380e-01
1.6410000000e+03,1.8436478899e-01
1.6570000000e+03,6.2450172955e-01
1.6770000000e+03,9.1911075556e-01
1.6940000000e+03,8.3618700634e-01
1.7030000000e+03,7.5922749985e-01
1.7030000000e+03,6.9744141883e-01
1.6980000000e+03,6.3478128935e-01
1.6890000000e+03,5.7698712133e-01
1.6790000000e+03,5.2873363106e-01
1.6690000000e+03,4.7761858254e-01
1.6600000000e+03,4.3021971362e-01
1.6520000000e+03,3.9483684303e-01
1.6440000000e+03,3.5336312696e-01
1.6380000000e+03,3.1804258050e-01
1.6340000000e+03,2.8474446471e-01
1.6340000000e+03,2.5434094914e-01
1.6410000000e+03,2.2687290529e-01
1.6560000000e+03,2.0894059621e-01
1.6790000000e+03,8.6720863552e-01
1.7030000000e+03,8.3954037078e-01
1.7190000000e+03,7.5493728654e-01
1.7250000000e+03,6.8893303261e-01
1.7200000000e+03,6.3650585784e-01
1.7080000000e+03,5.7834587930e-01
1.6940000000e+03,5.2717505137e-01
1.6810000000e+03,4.7128156917e-01
1.6710000000e+03,4.2621547972e-01
1.6650000000e+03,3.8144974888e-01
1.6650000000e+03,3.4392200552e-01
1.6720000000e+03,3.2097494764e-01
1.6850000000e+03,9.0810395221e-01
1.7010000000e+03,8.7095209539e-01
1.7130000000e+03,7.8712740710e-01
1.7180000000e+03,7.1149938578e-01
1.7140000000e+03,6.5203960081e-01
1.7050000000e+03,5.8953257109e-01
1.6930000000e+03,5.3712527472e-01
1.6810000000e+03,4.8635240083e-01
1.6710000000e+03,4.4376914397e-01
1.6640000000e+03,4.1423754120e-01
1.6640000000e+03,3.7834794094e-01
1.6730000000e+03,3.5959163299e-01
1.6900000000e+03,9.1333015226e-01
1.7090000000e+03,8.5350528985e-01
1.7250000000e+03,7.6929879964e-01
1.7300000000e+03,7.0356146447e-01
1.7260000000e+03,6.4665199007e-01
1.7150000000e+03,5.9042456185e-01
1.7020000000e+03,5.3599536707e-01
1.6890000000e+03,4.8889037027e-01
1.6770000000e+03,4.4262977709e-01
1.6680000000e+03,3.9857999092e-01
1.6650000000e+03,3.6647035568e-01
1.6690000000e+03,3.3164177866e-01
1.6800000000e+03,5.3789670773e-01
1.6950000000e+03,9.3746112006e-01
1.7080000000e+03,8.5020872077e-01
1.7140000000e+03,7.6924313724e-01
1.7130000000e+03,7.0618866577e-01
1.7110000000e+03,6.3483034045e-01
1.7110000000e+03,6.0299633920e-01
1.7140000000e+03,9.4627139712e-01
1.7190000000e+03,8.6179420763e-01
1.7210000000e+03,7.7496841989e-01
1.7180000000e+03,7.1471885592e-01
1.7100000000e+03,6.4913464411e-01
1.7010000000e+03,5.9146212351e-01
1.6930000000e+03,5.8092038091e-01
1.6860000000e+03,7.4679050579e-01
1.6790000000e+03,6.6828763159e-01
