1.5500000000e+03,0.0000000000e+00
1.5500000000e+03,0.0000000000e+00
1.5500000000e+03,0.0000000000e+00
1.5500000000e+03,0.0000000000e+00
1.5510000000e+03,0.0000000000e+00
1.5530000000e+03,0.0000000000e+00
1.5570000000e+03,0.0000000000e+00
1.5630000000e+03,1.1036408698e-01
1.5690000000e+03,8.7507804707e-01
1.5750000000e+03,8.0288976125e-01
1.5790000000e+03,7.3064302504e-01
1.5820000000e+03,6.8285344184e-01
1.5880000000e+03,6.0910736064e-01
1.5960000000e+03,5.6853190182e-01
1.6070000000e+03,9.4160714273e-01
1.6160000000e+03,8.6145138416e-01
1.6220000000e+03,7.7347789551e-01
1.6210000000e+03,9.6934356683e-01
1.6150000000e+03,9.1857850502e-01
1.6060000000e+03,8.2551994197e-01
1.6000000000e+03,7.3636631553e-01
1.6020000000e+03,6.5684100780e-01
1.6120000000e+03,5.9730711165e-01
1.6250000000e+03,9.4550144390e-01
1.6360000000e+03,8.7679018697e-01
1.6390000000e+03,8.0222811760e-01
1.6340000000e+03,7.9496016620e-01
1.6270000000e+03,7.3733011614e-01
1.6200000000e+03,6.9056573327e-01
1.6200000000e+03,6.8989800290e-01
1.6260000000e+03,6.2140999028e-01
1.6380000000e+03,5.5429961375e-01
1.6510000000e+03,8.1799089608e-01
1.6600000000e+03,8.1902514144e-01
1.6590000000e+03,7.5683390048e-01
1.6500000000e+03,7.4617812353e-01
1.6370000000e+03,6.9201211947e-01
1.6260000000e+03,6.1727692913e-01
1.6190000000e+03,6.8401514820e-01
1.6170000000e+03,8.5880823155e-01
1.6180000000e+03,7.8282798335e-01
1.6160000000e+03,7.3400001090e-01
1.6090000000e+03,6.9657451030e-01
1.5960000000e+03,6.2134659572e-01
1.5800000000e+03,5.7222267521e-01
1.5680000000e+03,9.4210663459e-01
1.5590000000e+03,8.6731272076e-01
1.5550000000e+03,8.1232369492e-01
1.5540000000e+03,7.8066484648e-01
1.5540000000e+03,6.9635543303e-01
1.5540000000e+03,6.3437359991e-01
1.5530000000e+03,9.1372244634e-01
1.5520000000e+03,8.2264918438e-01
1.5510000000e+03,7.3380559097e-01
1.5500000000e+03,6.5455683365e-01
1.5510000000e+03,5.8386669951e-01
1.5520000000e+03,5.5891919542e-01
1.5550000000e+03,9.4030620438e-01
1.5610000000e+03,8.8580657773e-01
1.5680000000e+03,8.0351767650e-01
1.5760000000e+03,7.7599022063e-01
1.5820000000e+03,7.0025194720e-01
1.5890000000e+03,6.2462688069e-01
1.5960000000e+03,8.5415182409e-01
1.6040000000e+03,8.3452471727e-01
1.6100000000e+03,7.6188907134e-01
1.6100000000e+03,6.9674754761e-01
1.6050000000e+03,9.4609054775e-01
1.5960000000e+03,8.6966030796e-01
1.5870000000e+03,7.7573965713e-01
1.5820000000e+03,6.9196214905e-01
1.5820000000e+03,6.1723235536e-01
1.5850000000e+03,6.0270329916e-01
1.5900000000e+03,9.4279653354e-01
1.5940000000e+03,8.8151822487e-01
1.5960000000e+03,8.3289185725e-01
1.5960000000e+03,8.1276302394e-01
1.5950000000e+03,7.4490691237e-01
1.5940000000e+03,7.1081166396e-01
1.5960000000e+03,6.9284247421e-01
1.5990000000e+03,6.1883954729e-01
1.6020000000e+03,5.5860363171e-01
1.6060000000e+03,9.4026349748e-01
1.6080000000e+03,8.8252853725e-01
1.6060000000e+03,8.1732065695e-01
1.6040000000e+03,7.8843054683e-01
1.6030000000e+03,7.0506615292e-01
1.6060000000e+03,6.3021925104e-01
1.6120000000e+03,9.3229153468e-01
1.6170000000e+03,8.9400897573e-01
1.6180000000e+03,8.2778913574e-01
1.6110000000e+03,7.8968116856e-01
1.5980000000e+03,7.0765300746e-01
1.5820000000e+03,6.3122864910e-01
1.5680000000e+03,8.8675614033e-01
1.5590000000e+03,8.8464393222e-01
1.5540000000e+03,8.1612963332e-01
1.5530000000e+03,7.6032210982e-01
1.5530000000e+03,7.0517691959e-01
1.5540000000e+03,6.2901997114e-01
1.5530000000e+03,7.2302477215e-01
